ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	UGT1A1_RNA	UGT2B4_RNA	UGT2B28_RNA	SLC35D1_RNA	UGT2B11_RNA	UGT2B17_RNA	UGT2B10_RNA	UGT3A1_RNA	UGT2B7_RNA	UGT2A3_RNA	UGT3A2_RNA	UGT2B15_RNA	UGDH_RNA	EXT2_RNA	UXS1_RNA	CHPF2_RNA	ALG5_RNA	HAS3_RNA	CHPF_RNA	CSGALNACT2_RNA	CHSY1_RNA	EXT1_RNA	B3GAT2_RNA	B3GAT3_RNA	CSGALNACT1_RNA	HAS2_RNA	CHSY3_RNA	HAS1_RNA	B3GAT1_RNA	Uridine 5'-diphosphate_upmeta	meta
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	8.85284839268412	10.1957057763329	6.60354127751391	8.71265686403334	6.20877450993695	8.63071789472031	10.662331438819	5.78302769114977	10.4386447899701	6.33866199905636	3.51994869829233	10.6122142066799	9.70965217761216	6.70105646459546	5.60466008387473	6.07544055993714	5.47740595622585	6.1623359158544	6.11528060034427	6.42473812963232	6.62056961660863	8.19111188047967	4.73112623722224	6.17262141889257	5.03383308097695	4.86503231689771	5.06284594670092	5.79905572920964	6.16403387490826	16.5047	18.0805
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	9.45078362166947	10.8235279167453	5.52622107118057	8.26799166746377	5.66704134966437	8.88371199717133	9.37335979546885	6.56027656557126	8.87249775684465	6.95204319896803	3.43824161979361	10.6513542802459	10.9587182557705	6.86084518008469	6.16906470028753	6.34750109884673	5.32054280884503	5.84142767652415	5.89029499245306	6.46384305264369	5.72413264249908	8.65859787738201	4.58668083480236	6.06562659433265	5.08331533564655	3.91006140175901	4.66822301724497	5.57646401295076	5.85556585509734	15.4201	14.7232
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	8.11742872065616	9.79605965280906	5.20827998134232	8.32084570775118	5.01513736919932	5.86445026002141	8.66235671883013	4.72010115272254	8.5782487359238	6.59713897034332	3.54096363269759	6.87180667713095	9.58837419373178	7.13473204697946	6.24857823683517	6.1988277546685	5.73205086188574	5.91364392240654	5.89587049817135	6.69433594650076	5.96069169760593	9.05398773859292	4.71517355417922	6.034910073105	4.9404056818105	3.91230224619337	4.65802569280839	5.62305543442887	5.65134956480522	17.7919	16.4783
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	6.02347692337948	8.64144313313722	4.27356959116843	7.88302287325902	4.16902862953637	5.1890290904815	4.37255679212299	4.4866629585428	6.28779527033243	5.8799536588155	3.36111835966341	6.37413952357234	9.50432805604592	7.01617348273959	5.97005619051394	5.95560991448081	5.01432179037537	5.76387821376678	5.89901078490041	6.93011500652771	6.79365368489105	8.65204828174638	4.6192740994267	6.11031294501428	5.3288506350235	4.20844468104428	4.87156775528953	5.87413440924053	5.50691630395742	17.305	17.1898
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	6.85398199742236	9.6426563315756	4.70026792316489	7.53119925382852	5.10508938681787	6.21832458836882	6.98811764955058	5.25198250391937	7.24580530923712	6.66940754545928	3.42631079630822	7.58165526457167	9.95531018444159	6.7959191348122	6.37667336790958	6.02695521263066	5.48433164742491	5.85803026838396	5.98020028234326	6.72726336917398	6.38703766336023	8.75819242007472	4.63648772776884	6.21585551902675	5.45827580705609	4.16484118221183	4.82384550439318	5.68733454521667	5.33479585841986	17.5244	15.8334
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	8.31757816391072	10.9984501830797	6.42403991550921	7.31182035602931	6.46005972955125	9.08397906096489	10.1068145881671	6.1836842899235	10.0649324123313	6.55870898663542	3.43585046726705	11.0402522499547	10.2796155675637	6.79788753953024	5.9896686261527	6.25053710584654	5.54446271371602	5.95132668205349	6.07091241130174	6.91588866578692	6.83030724778372	8.47507647513763	4.84091841676887	6.13689747888492	5.24345012136369	4.68089898187955	4.75365393745265	5.93554939676908	6.43462194286332	17.7513	10.9936
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	8.44692371777232	10.5419264016359	6.37605216235048	7.06569534125046	6.39026327465917	9.23151899455211	9.96593487944615	4.54842877702152	9.76976688522389	7.39885298742716	3.25167090523074	11.0877098945561	10.4399837580502	6.14735281047874	6.05358793169539	6.12331912236175	6.0122116122659	6.14565936188805	6.53463316536654	6.50662030532599	6.45951238587808	8.7141846625962	4.84513441591624	6.03134857479571	4.91660669456903	4.17536517189497	4.82897046711376	6.02261949813099	5.86354658805701	14.7215	10.9936
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	6.81160356937619	9.95505925790594	5.9837048155014	9.03349555581149	5.85165988100571	9.15131517349647	8.71359675978738	4.66673307441996	9.26192062419562	7.53234609994574	3.35766002771282	11.0505854061377	9.65889833546252	7.21065848043398	5.73218156408369	6.0403194951849	5.39144496364609	5.53477433444512	5.57867807474228	6.92171588202027	6.49468606680074	8.38483744939145	4.7455225715174	6.26832474742848	5.13521100037178	3.99432711137378	4.76275910395784	5.69734760202294	5.41671601834448	18.7988	16.8153
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	8.36426887637143	10.3721006587055	5.4318056578649	8.18053780332028	5.59329393888968	7.93346833943769	9.23363182823725	6.37719011151766	8.61139813325457	6.66599561212466	4.25575375675806	9.59619196137347	9.78463352060257	7.52070162214902	6.24122245311577	6.4437825654546	5.97645369053494	5.66143845407539	5.81870330508799	7.29854924569839	6.80348778886185	9.0635188383802	4.57894404702689	6.10919600166509	6.13046672892899	4.38838272262464	4.81850182853955	5.54773841443729	5.27249644804129	16.8595	10.9936
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	7.83115698208895	9.08467511788784	4.84095243368489	7.8794815210741	5.27571709346805	6.72971110871524	7.43460631778202	5.1836336310205	7.43806906457698	5.82614641867568	3.3571333019127	8.38176013856515	9.57416030558584	7.15806955666085	6.12808257796041	6.12063280328771	6.33422058088891	5.85265025233895	5.98097239470613	7.18286389020992	6.40125639239506	8.68125665647002	4.65471156205429	6.23951715494224	5.86629263266032	3.94598689370484	4.95544219257448	5.56742124717549	5.48759026183376	16.9159	15.9681
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	8.35562938875046	9.28509098913769	4.70957093076539	8.19107688106909	4.71628107129593	5.53197593961845	7.70251831375052	4.55906202349571	7.76556322929521	6.02473748863684	3.24866726694249	6.54958625887024	9.96015449164811	6.91063894088619	6.36841098960156	5.852889954738	5.54567064975148	5.77850743563506	5.73896113914432	6.93722342716003	6.29823768272389	8.00974402548963	4.65586255878642	6.12707292461292	5.43792583176945	4.09966831142685	4.68312322580045	5.553649302102	5.48419308361034	20.0745	19.2137
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	5.14402684688217	5.03182443463047	4.0205111133627	7.21989145143547	3.66700342104046	4.7083612491356	4.66259238505663	4.50010015673453	5.32596918955139	8.50289918715544	3.77019587895992	5.89582917032612	8.5433204271717	6.51884551630813	5.89280040472445	5.99546172759746	5.61270498174742	6.36852279203122	5.80238926826682	7.88984503858003	6.52582362165337	8.32269352968696	4.47587734135024	6.18105909063271	9.0920585520809	3.92580695274206	4.61288754515482	5.47153272966006	5.39560942764713	16.2616	17.0594
