ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	UGT1A1_RNA	UGT2B4_RNA	UGT2B28_RNA	SLC35D1_RNA	UGT2B11_RNA	UGT2B17_RNA	UGT2B10_RNA	UGT3A1_RNA	UGT2B7_RNA	UGT2A3_RNA	UGT3A2_RNA	UGT2B15_RNA	UGDH_RNA	EXT2_RNA	UXS1_RNA	CHPF2_RNA	ALG5_RNA	HAS3_RNA	CHPF_RNA	CSGALNACT2_RNA	CHSY1_RNA	EXT1_RNA	B3GAT2_RNA	B3GAT3_RNA	CSGALNACT1_RNA	HAS2_RNA	CHSY3_RNA	HAS1_RNA	B3GAT1_RNA	Uridine 5'-diphosphate_upmeta	meta
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	10.1563715197271	11.3572880696639	7.225225231316	8.64116196050557	7.2372453718904	9.1089293613404	11.488612272899	4.71013487930905	11.0610241511932	8.39363733286724	3.32264543203386	10.9679876143705	10.2463332870552	6.61035805390079	5.7238936270432	5.99037857785325	5.64287783782417	5.75379304257092	6.21261209833679	6.89010277055624	6.62664743955437	8.4039841319137	4.6391569324251	6.12823537258312	5.38801881814381	3.94797551907886	4.696837627936	5.68464097031605	5.49786375606491	17.1775	14.2011
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	8.20706398354617	10.4380014370533	6.11776044859362	8.13395952045231	6.66554186469044	8.27168544959341	9.35402309622894	4.60939673343766	9.23000870577859	7.86600076201706	3.89015222647843	9.83196880705558	10.6977035792075	6.98977536062051	6.34110808054259	6.18838462451064	5.78032496075964	5.73371378961658	5.36341433610041	6.90948535978218	5.90532644711072	10.0674447951682	4.4778060931858	6.16646001481612	5.66470036469599	3.82578125991648	4.70561655273479	5.58328655872627	5.53404513972234	17.8348	16.149
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	8.7582568222406	10.0062454627656	6.2370793300654	8.15749401383567	5.91186314590527	8.24213593059645	10.3659419853238	5.94825220445914	10.2658395368971	6.71211124751212	3.57230337370387	10.1728066259129	9.32786277715518	6.77821647184344	5.77065204925157	6.05659012750896	5.52095220016311	6.15725355910827	5.91271577881009	6.87953435710851	6.8301127974968	8.86625842188502	4.75507579801233	6.09780227478593	5.44538873664776	4.11306717657478	5.27796546391169	5.86974627117683	5.61695754039431	17.0143	15.5363
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	8.0227377544403	9.84360542172992	6.21069071172884	8.19656524491074	6.28418690139274	8.44517788373201	10.4178766650095	6.84235790637832	9.99808036161953	6.83552926987992	3.72103026642017	10.5613288614974	9.34056371741097	6.83641648995234	5.72534568407199	6.43378793390304	5.36666398159698	5.80620536436809	5.99343431291665	6.99608063775819	6.48310904178092	8.94054390251906	4.7467828037485	6.1163281647516	5.33815467900672	4.06458806054921	4.96609958421491	5.65412288705579	5.43546990652423	10.1111	10.9936
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	9.29562757299464	10.5393193564309	6.26641418059055	8.74161256614069	6.37885548625071	8.36474610980097	10.1647132744331	5.32486134445389	9.62716074638172	7.83302748145637	3.77784208466363	10.1931206787472	10.6484464085433	7.29464126183453	6.20499136208947	6.47283233385431	5.15417179457321	5.76960739061857	5.78655035442301	6.73298779540685	6.48951280815993	8.73442656509291	4.54166589061971	6.22063711619838	5.23195357580581	3.82716860890283	4.81022803587129	5.40085775544845	5.28557067903458	16.6512	13.5342
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	8.83051693465555	9.84806565404605	6.08132104790311	8.5191052844917	5.78032210688181	8.49817995386957	9.84135971737472	4.44021295905309	9.58176208650787	6.85787253587431	3.2806126928703	10.4199326894228	9.9419479503468	6.94739594828904	5.98713968908437	6.12782112093166	6.00037892771412	5.84738652981507	5.80584193050394	7.21023152825948	5.70616565105859	8.92732784471292	4.67125744103431	6.16849844094926	5.38203087334518	3.89894746714347	4.72272670967454	5.7800793552881	5.46101597536183	18.0299	14.8957
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	8.57946429585763	9.81990433044204	6.44350871929793	8.78827607344974	6.01424913681353	7.92149571644235	10.3233759942881	5.35601113185535	10.0507144139034	5.71668200827656	3.57586174051001	9.84922952138259	9.7575879654519	6.54299216359991	5.56080833957569	5.95794584148337	5.29948971055381	6.11990451147218	6.18011340549957	6.44662317154353	6.5205736104798	8.19317268706915	4.89671306841606	6.2646576289863	5.17251870401765	5.09886151301871	5.10881392219594	6.01159587198055	5.95300424810167	17.9384	16.4855
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.47595804456202	10.4219605865442	5.65880318913434	8.40385862121256	5.58439702964006	7.51690712816027	9.6016287957556	5.30263450598676	9.7929428034343	6.23973559232357	3.49092558876881	9.19505139818099	9.6657139400275	7.17560366231532	5.87472032106318	6.17965542692484	5.22250786706265	5.87424572759971	5.91908179899661	6.85818917795425	6.59667049121006	8.3779670588288	4.70224096433043	6.27668066344523	5.53514643266488	4.381528829297	4.97839760694635	5.93898222180145	5.63274014354383	17.4225	15.3496
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	7.61305723508298	7.85162743373063	4.34962346159845	7.38491502837067	4.06015408862153	5.96799498931953	6.65392053506519	5.1710563934651	7.96406945943549	5.36496973354153	3.57968598246052	7.41763431325308	8.75173799048003	7.33818953823217	6.02883689307619	6.66453924622285	5.43534536628697	6.20308243224947	6.63038982209798	6.73655878683729	7.15971591653821	8.60083008520546	4.80770011435126	6.32234243410157	6.3626656750201	6.56468999589999	5.15978104369775	5.89988541405629	5.69545524689021	16.3404	16.7719
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	9.80616301372684	10.6750410492315	6.65553729673092	8.53734822307047	6.74212931412597	9.20199451987603	8.96008516496778	5.49188703468498	10.4591778915463	9.65345328017763	3.60155471357802	11.0749921354151	11.9646015368638	7.21129707451037	6.58934454451371	5.87728368821391	5.3498393473551	5.67053839306948	5.67793304426611	7.67868113674216	6.65592103993331	9.58713901870432	4.57144563480909	6.08414433121874	4.66728496397566	3.7998717541109	4.56018785869112	5.43024705801456	5.37831977625178	16.0754	13.4362
