ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	ATG9B_RNA	TXNRD1_RNA	TXNRD2_RNA	SLC3A2_RNA	SLC3A1_RNA	SLC7A6_RNA	SLC7A11_RNA	SLC7A9_RNA	CTH_RNA	meta
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	5.32880816218999	9.233753431133	6.41897398303188	7.68997661689737	4.06387587128631	5.36904769477221	5.72956878099042	7.35225969243162	7.59102608960309	21.3204
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	5.39498193735102	6.69385550985137	6.46459437599443	7.99381993949657	4.06669813717533	5.35096305893467	4.42334328057777	6.76853175836421	8.28073181645021	24.5261
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	5.43760257911326	6.66270423803197	6.18720941249707	7.93927253166033	4.55057505461119	5.80268532620031	3.63743822068497	5.99740739013686	4.66150323438948	21.2402
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	5.24285389556077	6.6736631444415	6.65837068249776	8.19299393436704	4.09925543903378	5.53072947213461	3.76387929090729	7.12957159294289	4.85197786434892	24.5357
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	5.42642820547759	7.51680590412047	6.26273099153346	7.85483604876303	4.02938420227898	6.29854713050402	3.51411292784495	6.84415412783676	7.07796044593169	19.3175
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	5.58426872327422	7.28802824700216	6.50606850142278	7.97017237590071	4.04230996791226	5.35022436232995	3.54649693527453	7.3094553511735	5.27377425685875	22.7311
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	5.5512022531831	7.06756975217684	6.00043972287486	7.70947607458427	4.235510954126	5.70981379230546	3.6254167300653	6.65658791057362	5.46925251990136	18.3216
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	5.10441688687062	7.15540450634929	6.16021248545201	7.99299041967226	3.88258754669053	6.59387921923974	5.17512524855359	6.5244198865256	6.26031592486735	16.9314
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	5.32130882499267	7.19569465438799	6.51788514109434	8.89848655047381	4.02689650386133	5.91766100943381	5.36740024705556	6.60223298905072	6.38715994224911	24.1124
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	5.37694688921092	7.06124703100259	6.32319081524409	7.53384383798856	3.98155089796445	5.54864440121774	3.91760396041751	6.8296105394238	9.76614343708535	22.6394
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	5.38834102591711	7.32663990127518	5.97835527397781	8.36164364742952	9.25795157619053	6.55171101045209	5.14779156028292	5.26524287930896	4.07287076351133	24.088
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	5.4093481503051	8.86824021500068	6.44041470286152	9.12836499325067	3.98719238786321	6.84158326752784	4.22279761039433	6.22256259879066	10.2655676350379	18.9053
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	5.31171787900832	7.52420871412797	6.50225537161579	8.9167265408053	4.10296009949495	6.03367360863569	5.83453038049196	6.75572778324232	6.50430892106083	22.0915
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	5.43486565215487	6.83116247270939	6.56515622664019	8.51504221158568	4.20064925051555	5.78362640151146	3.62187898709201	6.33230338480131	7.69280343293055	22.8876
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	5.27241203519443	7.04523289984894	6.28155900905248	8.32730495951906	3.90786144368213	5.57417133819775	4.43159745504492	7.27643915988278	7.2186589834832	22.7111
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	5.26911847815828	7.67147529245363	6.51289204465918	8.64242999625468	4.57409135288791	5.30333684008945	5.36576150359726	8.02579281371934	7.38964427662033	20.3143
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	5.32105002378187	7.14700406734361	6.50091678875709	7.26742808987398	4.06066465466391	5.28613796550375	3.25734878509137	6.51142179127575	7.24660015663302	14.5715
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	5.7404771346644	6.41677431757429	6.42928170585088	8.19643471640318	6.09251711032903	5.42432004994689	3.73646710818181	6.4006322952866	7.67867122619548	19.9756
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	5.58352418531168	6.95811038510916	6.33546477017241	8.14391439418046	6.28723842460387	5.83177188718151	4.21360978473409	6.99484100098022	7.69786120865014	22.6794
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	5.6848598758967	6.82521280676262	6.24676771623382	8.89473270199302	4.45272865731845	6.77016135927645	5.58584353587761	5.86943309390848	6.15764043898646	21.8676
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	5.23210311784621	9.54639751853403	6.15927579359552	8.82642084365296	5.31131691359439	5.91881820642632	7.8870335584948	8.24060418889421	5.92048634667738	18.3639
