ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	PLPP3_RNA	LPIN1_RNA	PLPPR4_RNA	LPIN2_RNA	FAAH_RNA	LPIN3_RNA	PLPPR3_RNA	PLPP2_RNA	PLPP4_RNA	PLPP5_RNA	PLPPR2_RNA	PLPP1_RNA	PTGS1_RNA	PTGS2_RNA	meta
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	8.12144121391022	6.29979918490951	3.52340716252827	8.11775332656862	6.11643283347451	6.2986487162473	5.84568202419784	7.02004820247248	5.24957042185454	6.67422237633416	6.81323964515957	8.39794537344441	5.04071010767875	4.07563820106045	19.0565
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	8.8542168366093	6.815590194147	3.45440679112254	8.22101082654477	6.67056434988903	6.18857592521269	6.09791976162042	7.00443744673014	5.33732269226627	6.94507129691458	7.01067279700544	7.92670627533944	5.46130468188091	6.03947367817793	18.9984
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	7.47418727247238	5.97816327746424	3.83670435698744	7.83283289308404	6.45878640422001	6.22876234631251	6.14820553118192	7.91124300063148	5.36844754085828	6.37443457290062	6.90969508587331	7.37097617796205	5.30295473461759	4.20271539404891	8.98014
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	7.56541783132763	6.59437931577748	3.73662741413662	7.71987726530398	6.68161652685323	6.05437556166461	5.68635355568255	6.62376813889211	5.1771161466367	6.4249268260228	6.69029591389455	7.50759748945375	5.49287879883689	4.2654728633415	18.2696
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	8.61677490445931	7.09768142435797	3.84178211583791	8.61921375863914	5.95400589554059	6.00728226727532	5.56503038505765	5.9493508845745	4.93300229297193	7.60672174156296	6.97332065313473	8.87400289364302	5.14780186159314	4.70061641414649	17.7017
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	8.10389136638865	6.67974875085639	3.72670370822475	8.17980908451554	6.21165900603972	6.08212982071892	5.81470363055342	6.96679081071471	5.11789281814105	6.34765787496356	6.83024880443258	8.8383565997636	5.38910949413983	4.57893340599502	20.5119
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	9.16070842480499	5.99244211590576	3.30971567651035	9.5463071318759	6.5748061489706	6.34966376284601	5.76736342315737	6.64677873340684	5.19100914332424	6.70736383206247	6.54015042881712	8.33897688892353	5.10044044620271	4.13733214484974	18.1933
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	8.58982323295861	6.25615770054388	3.75081498389437	6.24707031973362	6.00205586282539	6.2960737658446	5.67980243705711	9.32970405463707	5.27430097571711	6.79036769527397	6.59014321434518	8.41721786778188	5.59393310405383	4.00947731525866	16.9378
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	9.05919985859454	6.93184916266516	3.65443471029679	8.92301788689744	6.83852641312768	6.50718088997183	5.7104643361301	5.92440769861429	5.10241445483229	6.03249463333052	7.14696664291388	8.73494179709674	5.04891459186984	3.91871977318596	19.3692
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	8.81849204172581	7.08147799513128	3.64723927562379	8.29884573785276	6.09777760998317	5.93186353137985	5.78459736632124	5.7664473586059	5.02368467836836	5.88024367058331	6.58160035235675	8.42059829828019	5.08012303190373	3.94686326988564	16.7131
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	9.00212353493692	6.36669436798722	3.63705571821145	8.68799977861492	6.72687946416585	6.10796429106875	5.84727969833236	6.42814326004975	5.41192514536878	6.73557835796647	6.70661871558104	8.39880617250568	6.21404155115045	6.16980939571778	20.3831
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	8.43019538620683	6.71517968622516	3.55242830535893	8.5297900967736	6.44450180364125	6.08487159241296	5.87132216972636	5.89520585103166	5.25094898298664	6.68897880779883	6.85015677238788	8.03938164233611	5.34800169062557	4.30285332691107	19.0116
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	8.4243260501518	6.98039343152906	4.17609381701237	9.39465885041615	6.25491585998638	6.17424315422785	5.75619161531546	6.90106670790487	5.08625247409098	6.27373298333969	6.8287725051584	8.71690863402072	5.1003421400134	4.09501016563358	17.5055
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	8.74365766240294	6.79154130820508	4.06966857625857	8.59495984817715	6.87643229872949	6.28962901522054	5.80612173273758	6.00469453982307	5.20067229014994	6.55745732862288	7.0420141935029	7.68887024458646	4.99605037090717	3.71022118773401	18.9798
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	8.86692590036874	6.59369802453968	3.73323772842842	8.92629300490499	6.61020801690836	6.24403341550825	5.98503836928282	6.54617500961278	5.71100879440485	6.63916049616728	6.59695894125732	7.4150544975549	5.48503824317807	4.71247653222794	18.6177
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.60017716803853	7.19844233862677	3.54127850237704	8.38360813095314	6.40741961580613	6.15366720286956	5.9795295339694	8.44223828204299	5.68188720044857	6.44308589029397	6.79677315097202	8.19859181250015	5.64516660679918	4.34685268662541	20.6056
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	8.02247113099051	6.34162483408074	3.7346428468276	7.19819651205486	6.27625861219135	6.28263466108429	6.01685322120929	7.80429025054445	5.9446810845998	6.80615275826651	6.79393424449436	7.69679100457201	5.71034174541866	8.97002684154727	19.6619
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	7.7933283216261	6.02355902293308	4.60863641585728	9.71028393962715	6.37640483232186	6.18573234757487	5.63927778280655	8.5758884504071	5.01112195702315	7.23246668239792	6.38563940155311	8.16694088377292	5.74689144588271	4.01123405763464	17.5895
