ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	GOT1_RNA	GOT2_RNA	TAT_RNA	MPC1_RNA	SLC16A7_RNA	SLC16A3_RNA	MPC2_RNA	SLC16A1_RNA	HPD_RNA	MIF_RNA	meta
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	9.44673015709204	9.26710711818079	9.5963631294932	7.94265954593215	5.75246503669216	6.37446522759068	10.4775074502559	6.4961039896857	8.78520123569283	8.91863687918091	15.3152
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	9.50545458265227	8.30586472732564	5.32202908227764	7.65270036616564	6.06569824829401	6.47358924049984	10.1037909026019	7.01545895142234	8.13127233302632	8.98257084441713	11.4661
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	9.12754350877434	8.76428964775939	12.1524277891087	7.42108381226524	5.9689868985076	6.11368206908588	9.93591935454779	6.51553160548452	10.6120150491007	8.24900251511387	17.5923
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	9.5123873671682	9.77456366425713	11.7718783058838	8.28982203074268	5.83501161045176	6.27295678327809	8.84622962481987	6.80025203708346	11.5614257225305	8.68474183327294	13.9792
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	8.88064921504678	8.50307106156175	9.77007862532393	7.98256075982791	6.42218312795229	6.00975385040887	9.67313397752976	6.88872832503411	11.0755166302293	8.49971425887827	15.6553
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	9.94262491580898	9.18480525115845	10.2285599649144	8.00024039448638	5.83144731420314	6.14733385979193	9.95149173890409	7.02625109579573	9.41448778747496	8.28407570930904	16.2775
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	6.90665490347617	7.36666366169855	5.13526459506561	7.18830841913169	5.72889041350576	6.27290977674701	10.8234942417749	5.45650224363057	5.51224644797404	8.47558417429381	15.4508
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	8.84007701724893	8.69954332165745	6.0868153559799	7.95963263108454	5.59847378593703	5.95132636490651	10.2457364007866	6.55306245814346	7.18669573693898	9.00982947679931	16.6091
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	9.6548508018075	9.39201599619203	11.1489953178048	9.10387516806411	5.33870085967175	6.33054397395902	8.62587539725641	6.73209224370707	9.71240078603751	8.29681256487148	11.4661
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	9.24560602641356	9.40183142995311	8.42026679682466	8.04352430561553	4.73810677193348	6.65858225880728	10.2280233359069	5.95756493423204	10.0148477469939	8.71117336210531	16.6852
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	8.97647447088804	8.59728376395652	9.0623951168158	7.39030487721543	5.44685096161493	6.18114518590865	10.182314051875	6.27348758123052	7.14680431318018	8.08384539091219	11.4661
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	9.3770868288699	8.37535867189925	10.2564343981539	7.97511171134371	5.52716272040648	5.866218301718	9.77232339451323	6.32456866541794	9.15775872027343	7.66883700218689	16.2544
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	9.51352143091352	8.5588187163271	7.67843315685061	7.89516635264312	5.97506345128832	6.23641411442894	9.93310797968518	7.28950292389098	9.82140025388939	9.21150918064684	17.117
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	10.5489838692686	9.47194562729719	10.2802344852635	8.74107394837134	5.8984843739939	6.05472591239762	9.61652940001722	7.25468155648972	10.9301626114134	8.25570630460999	16.0414
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	9.11804784862341	7.33761172955122	5.26283918610844	6.66391329304328	7.45542492909255	6.43316796081574	8.49929651037242	5.98981624626671	5.54350449315648	8.66811788345014	17.8558
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	10.0138342806371	9.86901198726661	12.0320063211774	7.9807355108459	5.30475602295296	6.06302829642136	9.62598943265987	7.24499695806327	11.9150433333285	8.29335154866889	11.4661
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	9.96792704718312	8.50102131526348	5.48313589668584	8.44524258379908	6.82923909634949	6.47244439665927	9.22256399015858	6.77009949914431	7.16205356478949	8.7660759606587	17.2264
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	9.25226076368792	9.43260771956937	11.2373429819117	9.0071581906693	6.43400415551873	6.30560883632236	8.95559262032494	6.97042630475987	11.3307474123584	8.34570047276553	14.2167
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	8.4479035289756	9.37753504674854	11.0792732946452	7.52478888343426	5.0973317440334	6.14997247653563	9.72219614838088	5.9821925650985	11.0051506711683	8.22864767181611	16.6071
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	9.81743977964249	9.2200964513617	11.4004226014855	8.35689825253244	5.69664887216166	6.109670267145	9.35891099359131	6.87189018281792	8.51919981129534	8.75082274309429	11.4661
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	8.48384102461991	8.02384181917676	9.51362195649032	7.82713612428957	6.13473387618341	6.16017895796727	9.99271127487549	6.9115935817505	10.8286003972643	7.67080304447174	15.0397
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	8.99633316051972	9.34331922383447	10.6204130255172	8.2358789441729	5.65310391877507	6.5106768169761	8.88918016450231	7.38523595777187	10.8227135786619	8.11702634656809	16.1351
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	9.1741982352076	8.82070218597432	11.4939479520314	8.07786429747048	5.81942570336664	6.37054701268135	9.2962059023202	6.49670694794738	10.7413183832436	8.08302751130379	11.4661
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	8.30825607190053	8.26908165025328	9.26952746810739	7.33065528427875	6.30700844990242	6.72003659500724	7.92753621507334	6.40058039027771	8.97133625681011	8.77889890927382	16.5855
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	8.7709587580149	8.13824810500667	5.46975923178402	6.64409481120951	7.23664592253831	6.32589599166573	10.2881069046343	7.19225051513336	5.58552859707036	8.75499849203555	16.7854
