ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	BAAT_RNA	ABCB11_RNA	ABCC3_RNA	ABCC11_RNA	SULT2A1_RNA	meta
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	11.1372498713781	9.27877053260623	8.75549782452894	5.32896874362346	10.0747200175554	21.471
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	11.4805434862587	10.1729684728815	8.95194838259633	4.87400171780613	9.7989685054011	12.0607
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	10.7217862087597	8.93339170708126	7.48393068900129	4.72411583327764	9.45157710611334	12.0607
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	7.53212723498214	4.41019367459602	8.3977795912852	4.70070894519923	4.34901223781253	12.0607
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	10.7381756223338	4.03663716892672	8.02880137686324	4.54967304670751	8.94568457796052	19.9974
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	10.9855937829632	8.71652372690244	8.35328435761667	4.90411298696078	9.93688846839149	23.5212
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	9.55834218491415	5.88208665427661	8.94323565799483	5.04078974696116	7.31303293991063	12.0607
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	9.89240817096843	6.85476703698446	8.47785692067962	5.13475955101057	7.47775762398822	20.3496
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	10.4404626409806	8.81009236337011	8.00105796031388	5.05858621751108	8.62363158125837	12.0607
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	10.1682130977795	7.00620870301722	7.73759740040282	4.6835246687374	8.59325449847569	12.0607
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	9.93205192753626	8.57696611175754	8.00096202881175	4.72969096691908	7.84614401564017	12.0607
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	9.36448772314309	3.95517428908989	9.30454956469756	4.6905286877525	3.85866014953251	12.0607
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	11.4341177023801	10.6018308015897	8.90847774860936	5.16625800624477	10.112406640546	12.0607
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	10.237087212259	8.15001883721332	8.40153304989108	4.77477459697491	8.18507913935968	12.0607
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	11.082984594132	8.74642120902874	8.68125185607036	4.94074638481149	9.97051511464398	19.5657
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	10.894563351979	9.06444338612395	8.64032113852238	5.44263361526925	9.62501261866208	12.0607
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	11.3544247187619	9.4827251462924	9.19021605619357	5.54785075844238	9.37347205851076	21.5498
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	11.1345734130474	9.9667149617637	8.87029475053023	4.69418761532143	9.93966065606797	12.0607
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	10.6466251283248	8.77904905722203	8.3450878810457	5.40102284969103	9.56736752659642	20.0891
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	10.5585876840501	8.43844674986057	8.48421187864381	4.98087281778566	9.48784201108841	12.0607
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	8.91405782238286	6.84019191090537	8.80451370168596	4.87019425093547	7.17581546431848	20.2769
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	10.1552900608382	3.62451388241672	9.49806093159449	4.63460359650021	8.19166415400814	12.0607
