ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	DPYD_RNA	DPYS_RNA	NADH_upmeta	Thymine_upmeta	meta
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	8.07355571152058	7.61630799773425	17.9167	15.2835	15.2186
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	8.9581676644865	7.55931758419857	14.9525	13.9298	12.8929
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	7.45489815428538	7.77240045747451	16.4164	17.4888	17.6246
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	8.27704471252806	9.08986894653128	18.9615	14.6292	12.8929
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	6.43876838883171	4.88586520824142	15.3134	17.7448	19.6692
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	6.09954253154443	9.28192480234765	16.6956	13.1782	12.8929
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	8.52925763176715	9.83766649514394	17.7415	14.0504	21.2715
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	7.76811906652891	8.78890260056825	13.5861	16.4608	12.8929
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.2823389229522	9.08554944400776	12.2883	14.606	15.2289
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	8.31606161771387	8.70901193204308	16.7528	10.4605	12.8929
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	8.57920841689885	9.51291495968082	16.3401	10.4605	12.8929
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	8.13045655246454	8.81316666680696	18.6223	12.9381	19.6754
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.58903220506415	8.31037240455881	16.799	10.4605	12.8929
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	6.74054353558594	7.16454054002283	17.8281	17.174	19.2144
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	8.17695042579952	7.18091627079588	17.0624	16.2709	22.3019
