ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	TYMP_RNA	SLC29A2_RNA	DPYD_RNA	meta
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	7.73487300343058	5.6672534472869	8.9581676644865	13.9298
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	7.5435886263276	5.79195548844926	7.45489815428538	17.4888
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	7.04079491759525	5.81486991125588	8.27704471252806	14.6292
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	7.55648253035813	6.04583257376011	6.43876838883171	17.7448
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	7.20480601677492	5.76663608267279	6.09954253154443	13.1782
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	7.21965711547583	6.31435816744282	8.52925763176715	14.0504
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	7.46011523941829	5.71660025748739	7.76811906652891	16.4608
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.6194828618587	6.03304324867275	7.2823389229522	14.606
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	7.22204567580693	5.95957510300614	8.31606161771387	10.4605
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	7.39865176955289	5.68831793604194	8.57920841689885	10.4605
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	7.43022556463958	6.04401534860406	8.13045655246454	12.9381
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	7.61928606619182	5.97647334315442	8.58903220506415	10.4605
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	7.47515709612811	6.57311338086946	6.74054353558594	17.174
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	7.19603555260144	5.55899276020824	8.17695042579952	16.2709
