ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLCO1B3_RNA	SLCO1A2_RNA	SLC7A9_RNA	ABCC3_RNA	SLC10A2_RNA	SLCO1B1_RNA	SLC51B_RNA	ABCC4_RNA	ABCC11_RNA	BAAT_RNA	ABCA8_RNA	SLC10A1_RNA	SLC51A_RNA	SLCO4A1_RNA	ABCB11_RNA	SULT2A1_RNA	meta
LCS_501	-470.672697732706	2080.42831690595	1609.75561917325	0.666508648918248	10.1726502198871	3.26327741532742	6.39254358045881	8.21951065692241	3.23776748763301	8.61493609408568	5.41405358780549	6.83633456822081	4.7523529342921	9.03762233766838	6.57369702508397	7.88151082013435	5.72745880901503	5.3725122953778	5.59776049183288	6.20113211946226	19.9906
LCS_502	673.077446092575	3014.57890163221	3687.65634772478	0.411868810235354	5.7456639846149	3.09415481524961	6.48701884476944	8.70065828573848	3.47902556335984	9.65650182064599	5.25692083164458	6.17522041392318	4.93420715638767	10.4043239491836	6.53334651427127	8.39069216692309	6.13186647968455	5.55467437564876	6.87423544483866	8.73393726825711	20.5186
LCS_503	55.3353111621776	2519.74071297875	2575.07602414093	0.55454645047659	10.7693832251347	3.53344216141025	6.28832157557416	8.78968516312116	3.24612151375654	10.1380875739065	5.27129646067949	4.13181066610796	5.26859941401027	11.5748738655826	7.37964538997618	9.62059921008727	5.99461574767391	5.75146270414068	8.46112051003053	10.0503140210933	20.7547
LCS_504	-382.683021806808	2128.26656484136	1745.58354303455	0.651513464005902	10.6020352649821	3.11870155068163	6.11283856199526	8.05501709979477	3.32786679890711	9.55148017295857	5.50196970934703	4.55039377845002	5.11076659354957	11.7988236024917	8.6449620030246	8.72454226845305	6.07210877648353	5.62534854195527	8.81366229238157	10.0707962469543	23.8604
LCS_505	-1042.7325046965	1740.562055554	697.829550857494	0.760040766057954	10.6015939815432	3.32462995885054	7.36521619552453	6.83566839108335	3.24835169709893	10.5968324502081	5.44238605594186	5.28240167587916	4.96153216016701	8.6879705862026	4.92919470382032	5.1994160375586	5.86024889907178	5.62547217517231	8.39661458313386	6.55059600538633	19.0646
LCS_506	31.9338250645928	2258.86726124236	2290.80108630695	0.588777932623808	8.39365779875081	3.15597314887293	7.0369326889572	8.95566735010655	3.0602178448656	9.10496559616081	5.31116148238432	7.50099781880523	4.97009493421897	9.75499670730138	5.87583492740358	5.90521931373222	5.92952651354353	5.96941819745085	5.98945996432249	8.18058525914609	17.2839
LCS_507	-76.5914269340714	1839.28608248695	1762.69465555288	0.649605932443747	10.3196661411092	3.40532251022338	6.81566569967007	8.93253466563499	2.98474301010122	10.6783699168535	5.3519009483601	6.60108260439134	4.72727467798753	11.1604925438088	7.41826271035567	10.9418234570012	6.86813628474116	5.13963716148306	9.97145415990742	9.7085333201285	24.2059
LCS_508	-2357.11879390502	7.43541463960941	-2349.68337926541	0.966369167370311	3.78453098280226	4.4722660328046	7.41309664579319	9.32397509536583	3.16468991671819	7.21638206010858	5.5479138954902	7.04100291346569	4.99152977250824	9.67723379457423	3.97338538835645	5.04764629386574	5.9685806837981	5.62740418679789	5.43580117869149	4.84772772607191	13.3126
LCS_509	432.421691219434	3470.01141456103	3902.43310578047	0.38294037764497	5.75319345508659	3.17611734004158	4.98841075485041	7.0994910499806	3.23174000026996	5.56600362065387	5.1033082162509	8.50560793765288	4.50378723048548	10.1637635828096	5.04936751100859	4.74255837201606	5.52262817352408	5.31617151599982	3.58840785905313	6.39525116416677	16.1448
LCS_510	-1933.48920743981	413.682760319663	-1519.80644712015	0.927959237567297	9.31549137236877	3.51975012315592	6.57254867837626	6.89153451173182	3.03829086278443	9.02289196807952	5.39394765544736	3.81793245597055	5.21191104273375	9.29276467529	4.35251123792391	7.31976385867752	5.82607833278192	5.42505973617989	6.43823476028101	8.55258362525113	21.5571
LCS_511	-747.168870623609	2837.62519011353	2090.45631948992	0.612290490488028	10.2877970227773	3.73461780685269	6.5098227061267	6.97769342341351	3.0633208079684	7.91481810607126	4.87347644968477	7.89933160751469	4.52315462673885	10.1699794917332	3.9457252644219	4.91447843906019	7.02714567480784	5.57098028243117	4.81238685805912	6.56152841564146	20.572
LCS_512	-1438.32455062577	1483.71956840484	45.3950177790673	0.818701290036842	9.67101503064689	3.10137440505288	6.54417458717437	8.47680780528185	3.31399024360825	9.15760189582467	5.77756483580176	6.7916008837566	5.12517503193994	10.6772090397436	5.03033180497573	9.96912446859107	7.21262640571355	5.74103012536092	7.83987798136998	9.86137784632435	22.9491
LCS_513	-1114.92092951233	1515.53941761458	400.618488102249	0.787660787287152	6.37530585776127	3.05944594257748	6.75555966504555	8.59417998949942	3.30764120011173	8.52263482768116	5.92667090685903	6.57783186779615	5.0145164077288	10.4416894666188	4.23822539527902	8.76631143931566	6.65156142316533	5.86275957254086	5.86448579944197	7.27895638845079	22.7567
LCS_514	-1843.02128116645	-95.5286535184085	-1938.54993468486	0.949099890773949	4.64595860855815	3.12956976751526	6.24227780845097	9.29342570905576	3.07717613990381	11.0296386073074	8.04947307615179	7.7832257248333	5.42034435394294	11.8255679369252	6.44894926951321	11.1655655233271	6.69161986232624	5.498832997546	10.0311089645132	9.8527407207684	21.8161
LCS_515	-337.529136913069	1886.7433412681	1549.21420435503	0.673107311739951	9.66466366098125	2.93509877915464	6.64072258865752	7.91686235052166	3.17018865970657	10.5244310617397	5.20143629123347	7.13728535898138	4.7159632983248	10.377466090092	4.89121707755994	8.25018393189529	6.48680121377	5.45468511431292	7.92964241686065	8.71102830867054	23.4722
LCS_516	-1496.26422088716	391.706039614699	-1104.55818127246	0.903533688588042	11.5631269790842	3.00438315136364	6.64036031974502	8.5286419129955	3.15518908997555	10.5976630533028	5.18036799242747	4.68654487476315	4.84220142154185	11.4536273808459	8.85652580950686	10.702324897025	7.0074876953053	5.37244359922953	10.6753449087937	9.11729961194166	26.2245
LCS_517	-814.740814285405	1942.36460270668	1127.62378842127	0.717556039365337	4.04053995255181	3.25133194369037	7.32560232741346	9.36429572937423	2.98921650347206	10.5165043741278	7.29927236536663	6.93681780278246	5.36634123304961	12.0411647295165	7.92064390274925	11.1364489883453	6.10241291459806	5.38332615122801	9.28310649411615	9.73546553844584	22.9581
LCS_518	-170.056475920447	2055.63108749102	1885.57461157057	0.635787728125185	4.32598892653911	3.05376156470113	5.93401135325568	8.12877143895036	3.07416789874873	9.00195327975153	6.19679696565689	8.06321141663149	4.84082252345888	8.39961187538218	7.93528180194367	8.64661262043103	5.72224983757265	5.41714217391968	7.71201344942243	7.63207045372916	17.4137
LCS_519	-448.069378761734	1557.41726553608	1109.34788677435	0.719421950979402	5.94384687784557	3.09252886829183	7.1132422749759	9.42360430179768	3.05179471127339	8.87035284527076	5.6127320133349	6.53606436269603	4.82636860427176	8.68444936532441	4.16660560135786	8.587601872115	7.64244617943181	5.25910457326757	8.9195209203424	8.78241472346257	20.9736
LCS_520	-1536.51292492728	1996.73102208341	460.218097156136	0.782240663567048	9.82169445348869	2.92139701227012	7.06858174486279	8.31596521827793	3.12442380409481	10.0232042671772	5.18139041815632	4.63795170821578	5.20729433230977	9.51090514467912	7.3835163088071	8.86753651921744	6.08282311050708	5.46358845769012	7.7902533324527	8.59089341550121	20.6606
LCS_524	-129.243492455974	1304.92145980273	1175.67796734676	0.712625254396935	5.697825599747	2.89430328424762	6.64086487389508	8.82297935190375	3.07671508994144	9.46551445378531	7.03488462672894	7.19831721829409	4.76452419629149	10.2896351907018	5.80531607459623	9.47914393962727	7.33353634769383	5.41683069457262	8.77441991673501	8.77603694888943	24.9072
LCS_525	-986.465069122892	1103.26123194575	116.796162822854	0.812638118520169	4.45313697790127	3.40390287706075	7.22718999624954	9.14068876202613	3.45599130358721	9.88217881669028	7.54676600509513	6.15997334394687	5.84017790514966	11.3998886169577	7.54578366021757	11.0177538969715	6.42854397855705	5.74016654306465	9.56148830034127	9.4700706963204	22.1301
LCS_527	-172.869873190638	2568.46854896596	2395.59867577532	0.576274704048085	10.320032701607	3.12430647525306	7.1382470443396	7.6889242124756	3.09740492701643	9.86867219690016	5.4810150287657	4.77901670254378	4.78375869560082	11.166250222642	7.45070804115655	9.88331526767371	7.70764349265927	5.35654338985951	10.0147422241252	9.97972321526685	26.1822
LCS_528	-253.908643110841	4462.34285362128	4208.43421051044	0.34107459294862	3.92265371056634	3.75454253722948	5.14395229334651	6.47853980857876	3.38203302320897	3.92271887628009	5.43707507781868	5.67496086779734	4.78454949406998	5.7376271055155	4.08435390391211	5.32151345180415	6.47765969925426	6.08685930982464	5.33407467055419	3.76292083550707	13.3126
LCS_529	-1683.00775373879	386.884725608618	-1296.12302813017	0.915224593848394	11.0987148553286	3.50915012995151	6.35641985896199	7.18794642274656	3.18845821069807	8.2497094462582	4.94876778789819	5.94865852973156	4.62047162117005	10.5698012648368	7.8927335704719	7.53979866869155	6.30658731093819	5.38798907502505	9.38968964454956	8.6376242891116	24.0144
LCS_530	-1722.81588282704	881.415951816198	-841.399931010843	0.886310772109038	3.96686254622286	3.26813299782395	7.20964667086057	7.62480157454398	3.02311573890338	9.37102499751164	5.61283216090722	6.34782207004611	5.71499598283571	9.30219020390413	5.25783131843582	9.33782536266979	6.80625142296285	5.14516261899758	8.34525446640096	8.37991827466955	21.1017
LCS_536	968.628452432619	3163.35025632939	4131.97870876201	0.351602712982951	9.51867872331892	2.85436947191863	5.3970983248972	8.05117859690093	3.00679569522934	6.37754455267829	5.10775878102382	8.22140772941198	4.36057759354624	10.6420885657195	5.06281956244988	4.5761995189102	5.43337188647446	5.1756410950451	3.57226983744763	6.77958001232024	13.7069
LCS_537	-374.365567996126	3921.32548775548	3546.95991975935	0.430599181892479	4.33871603634212	2.99111062222455	7.05198536703427	7.92559920772548	3.1064448923012	9.53467830948073	5.38178432474549	5.27344962349261	4.865219802631	11.3311578479209	8.52182143667062	9.40853160756176	5.74916094022024	5.48314015429615	8.72214236126754	8.90356115131628	17.1409
LCS_539	-1246.96105932859	571.711710387345	-675.249348941243	0.874753991438372	10.0984087494383	3.05524954372549	7.39031138145618	8.7993270882437	3.10857297610176	10.3950133299002	5.530242104071	4.1725277123452	5.17515872102962	10.5185284548021	7.37092123452501	10.0474739066271	7.37823471100584	5.54578644527245	9.52576401289065	8.32549563250935	21.3519
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	3.89718500312746	3.28508277742388	6.35077631832415	9.44708900698298	3.11740452565225	9.78240417225136	5.24891145478855	8.24290439748479	4.79957002042793	10.3228930975467	5.37263812445799	8.73928578016055	5.87738380169093	5.3762649809004	7.14271836991087	7.98853110574515	15.4616
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	9.39382194757796	4.72051467988921	7.53901972786085	7.55420401784208	3.06180836877748	9.43993591218211	5.51605986522014	7.06559974864979	4.42207398395573	8.8540341918325	4.39167326154896	5.64370756959056	5.50485523498049	5.24139656155304	7.51506204370739	7.70378934512011	19.6189
