ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLCO1B3_RNA	SLCO1A2_RNA	SLC7A9_RNA	ABCC3_RNA	SLC10A2_RNA	SLCO1B1_RNA	SLC51B_RNA	ABCC4_RNA	ABCC11_RNA	BAAT_RNA	ABCA8_RNA	SLC10A1_RNA	SLC51A_RNA	SLCO4A1_RNA	ABCB11_RNA	SULT2A1_RNA	meta
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	3.55333711148641	3.43607417406944	8.4417594017114	6.69298147675521	2.93666502481406	8.41191749826082	5.5653242145093	7.61243198077925	5.03263823728962	11.1548001333436	8.71538072747645	10.8613702129259	5.8306061512739	5.38988411911083	8.75925029360887	8.53597533979016	26.2666
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	10.4843302836042	3.62200476542796	6.76627273369677	8.75549782452894	3.16784535810604	10.6013232080246	5.4358839095389	5.19539045070744	5.32896874362346	11.1372498713781	8.00520942372604	10.6454754330494	7.61880031027742	5.69071223926702	9.27877053260623	10.0747200175554	24.2875
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	10.1075242040216	3.24831687456879	7.35225969243162	8.95194838259633	3.14686725070044	10.1133348042351	5.48449844273746	5.44657023298855	4.87400171780613	11.4805434862587	8.02860585641432	9.73967210550957	7.00629385164339	5.32296100319404	10.1729684728815	9.7989685054011	23.3193
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	10.2569118867677	3.03310218906553	6.76853175836421	7.48393068900129	3.12806137899273	10.755332631374	5.14440631671737	5.39134820863567	4.72411583327764	10.7217862087597	6.36597426115505	7.26909113066837	6.08669999691484	5.41075760243622	8.93339170708126	9.45157710611334	21.5159
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	5.1040384477029	3.08623348436495	5.99740739013686	8.3977795912852	2.99051001678383	5.46887121630457	5.01603283529743	6.81940842467076	4.70070894519923	7.53212723498214	3.93202930340855	4.77272535184203	6.00983038885932	5.46246707138062	4.41019367459602	4.34901223781253	13.3126
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	9.80502435675275	2.96987001283098	7.12957159294289	8.02880137686324	3.21693043225482	9.87491988328442	5.17003428996181	6.70213495680311	4.54967304670751	10.7381756223338	4.79966261909031	7.26245345442984	6.27096580937383	5.3452062410791	4.03663716892672	8.94568457796052	21.3462
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	9.36927003763396	3.84260865502196	6.84415412783676	8.35328435761667	3.01980993753475	10.609969504049	5.49565130287263	5.95712069560982	4.90411298696078	10.9855937829632	7.78994031161313	9.76178736949348	6.97654023865389	5.45901490057186	8.71652372690244	9.93688846839149	24.1691
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	6.59623601955705	2.99358649246815	7.3094553511735	8.94323565799483	3.10552962014697	9.79884171252583	5.85064153706891	7.27709738286266	5.04078974696116	9.55834218491415	4.63233814948745	10.119137220575	6.89046912474607	5.58308378412246	5.88208665427661	7.31303293991063	20.0971
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	4.40876168333356	3.00090127694725	6.65658791057362	8.47785692067962	3.24308405049871	8.81054155073189	5.14681938672012	6.20251608665346	5.13475955101057	9.89240817096843	5.48120795096137	10.1137151591949	7.20703716428686	5.42182965861043	6.85476703698446	7.47775762398822	24.753
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	6.24061143154042	3.07136386713485	6.5244198865256	8.00105796031388	3.00995116483916	9.42655726749705	5.88428940337045	6.22317015712331	5.05858621751108	10.4404626409806	6.63225058736166	8.97894884514114	6.94045705586929	5.09894601490226	8.81009236337011	8.62363158125837	21.4367
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	9.44484240534879	2.96013594933118	6.60223298905072	7.73759740040282	3.15727189373251	10.5609419896976	5.52681979848043	6.60151308610809	4.6835246687374	10.1682130977795	5.33277590308456	7.01154436905942	6.61567647892066	5.3338693639623	7.00620870301722	8.59325449847569	23.6552
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	10.1147190999345	3.01841715173231	6.8296105394238	8.00096202881175	3.09966114412112	9.42056366765662	5.29484160787613	4.60102602634653	4.72969096691908	9.93205192753626	6.62392015809646	9.6953964488672	6.1114963662409	5.37710656648748	8.57696611175754	7.84614401564017	19.9238
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	4.32260342919218	3.16835531553173	5.26524287930896	9.30454956469756	7.45836364173709	3.88295426058646	4.88244487875836	8.80923484808367	4.6905286877525	9.36448772314309	4.03920799459353	4.89306810648591	5.63063001594863	5.69276082301057	3.95517428908989	3.85866014953251	16.3097
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	11.0421090335962	3.44555136344767	6.22256259879066	8.90847774860936	3.01022893838484	10.759983473148	5.81242271152809	4.58496965252779	5.16625800624477	11.4341177023801	7.29847545265043	10.6008490034983	6.84018343653005	5.37004001390755	10.6018308015897	10.112406640546	24.4358
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	10.9157471724309	3.16776444013751	6.75572778324232	8.40153304989108	3.05198473084666	10.2574664902244	5.53388422135118	6.06663754471299	4.77477459697491	10.237087212259	4.07282807648592	5.68414271719608	5.88440897401288	5.28878376944645	8.15001883721332	8.18507913935968	19.0019
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	11.3316704384272	3.00533865456519	6.33230338480131	8.68125185607036	3.02673493574721	10.3092129508931	5.05571879988416	5.52853527846632	4.94074638481149	11.082984594132	7.7911980369316	9.93517324858777	6.87450869395166	5.64273329764253	8.74642120902874	9.97051511464398	22.0304
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.08631416325989	2.94755184910007	7.27643915988278	8.64032113852238	3.01646423573129	9.57114018904912	5.58346953802641	8.02052990652396	5.44263361526925	10.894563351979	7.41751059891749	10.6653222819031	6.54375640797365	5.29401278946435	9.06444338612395	9.62501261866208	23.616
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	6.54161343971933	3.26303025203158	8.02579281371934	9.19021605619357	2.938137499182	9.55086282992062	6.70204393922352	5.1828246977349	5.54785075844238	11.3544247187619	8.01097054447193	10.4831341771931	5.6871521374993	5.23901471985968	9.4827251462924	9.37347205851076	22.1886
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	10.8653808609907	3.28455932439239	6.51142179127575	8.87029475053023	3.03376293767138	10.2990360090516	6.07815218004717	7.11628932395417	4.69418761532143	11.1345734130474	5.87974858788267	10.8256897521062	6.91399062023334	5.37428947433238	9.9667149617637	9.93966065606797	22.4192
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	10.5594655556566	3.23456389835131	6.4006322952866	8.3450878810457	3.15454272823105	10.2186256620726	5.42565012259139	5.03119399397307	5.40102284969103	10.6466251283248	8.21035748789616	10.1236562155344	7.17358292123221	5.75952277125661	8.77904905722203	9.56736752659642	21.9497
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.91595000151014	3.71027595911667	6.99484100098022	8.48421187864381	2.98688411133449	9.39997329604683	5.53608205024361	7.44288532392057	4.98087281778566	10.5585876840501	6.91291078313423	9.97853723343717	7.06635325050002	5.49275435620236	8.43844674986057	9.48784201108841	21.4326
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	9.25896811934203	3.01496843851366	5.86943309390848	8.80451370168596	3.93190039287154	8.15823962401398	5.09534499054038	5.35904548263386	4.87019425093547	8.91405782238286	6.20568889887063	8.29230346785483	5.92904947426394	6.11841408183395	6.84019191090537	7.17581546431848	22.0429
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	9.2007381180219	2.90327984168981	8.24060418889421	9.49806093159449	3.04794919301442	6.18544892282507	5.19100219796217	8.30208101157481	4.63460359650021	10.1552900608382	3.62235117627463	5.23879785543702	6.35290921790419	5.27675886184675	3.62451388241672	8.19166415400814	13.3126
