ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLCO1A2_RNA	SLC27A2_RNA	SLCO1B3_RNA	SLC27A5_RNA	SLC7A9_RNA	ACOT8_RNA	ABCC3_RNA	SLC10A2_RNA	SLCO1B1_RNA	SLC10A1_RNA	ABCB11_RNA	CYP3A4_RNA	CYP7A1_RNA	SULT2A1_RNA	meta
LCS_530	-1722.81588282704	881.415951816198	-841.399931010843	0.886310772109038	3.26813299782395	9.27159785247068	3.96686254622286	6.97042414706363	7.20964667086057	5.87015591076412	7.62480157454398	3.02311573890338	9.37102499751164	9.33782536266979	8.34525446640096	6.67042748448323	7.51880414666711	8.37991827466955	18.1902
LCS_536	968.628452432619	3163.35025632939	4131.97870876201	0.351602712982951	2.85436947191863	8.36790968790577	9.51867872331892	6.28019049385435	5.3970983248972	5.48737951004539	8.05117859690093	3.00679569522934	6.37754455267829	4.5761995189102	3.57226983744763	4.81425010390723	3.57506649915425	6.77958001232024	11.7603
LCS_537	-374.365567996126	3921.32548775548	3546.95991975935	0.430599181892479	2.99111062222455	9.33779398912012	4.33871603634212	7.68986531275429	7.05198536703427	5.53926872651218	7.92559920772548	3.1064448923012	9.53467830948073	9.40853160756176	8.72214236126754	5.37430771508842	5.24076336378894	8.90356115131628	11.7603
LCS_539	-1246.96105932859	571.711710387345	-675.249348941243	0.874753991438372	3.05524954372549	9.87759288808674	10.0984087494383	8.46467198076149	7.39031138145618	5.67600495975803	8.7993270882437	3.10857297610176	10.3950133299002	10.0474739066271	9.52576401289065	9.51315029735617	8.61741347309118	8.32549563250935	11.7603
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	3.28508277742388	9.07586094406293	3.89718500312746	7.29589613226005	6.35077631832415	5.79084962588115	9.44708900698298	3.11740452565225	9.78240417225136	8.73928578016055	7.14271836991087	5.44609124979389	7.14163640865585	7.98853110574515	13.6862
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	4.72051467988921	8.4722757923128	9.39382194757796	7.31517637328908	7.53901972786085	5.42724865496483	7.55420401784208	3.06180836877748	9.43993591218211	5.64370756959056	7.51506204370739	8.24429736789148	7.47738824646202	7.70378934512011	11.7603
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	3.43607417406944	8.60975349722971	3.55333711148641	8.57422244897562	8.4417594017114	6.29528658287519	6.69298147675521	2.93666502481406	8.41191749826082	10.8613702129259	8.75925029360887	5.93328211784546	5.87845449126099	8.53597533979016	17.6303
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	3.62200476542796	9.7242104513009	10.4843302836042	9.50740016543912	6.76627273369677	5.72958159703373	8.75549782452894	3.16784535810604	10.6013232080246	10.6454754330494	9.27877053260623	11.1414636075703	8.55252349768762	10.0747200175554	11.7603
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	3.24831687456879	7.99178807950051	10.1075242040216	8.74942687951061	7.35225969243162	5.96041443384431	8.95194838259633	3.14686725070044	10.1133348042351	9.73967210550957	10.1729684728815	8.25475047429472	6.9328975958604	9.7989685054011	19.1687
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	3.03310218906553	10.0795348032366	10.2569118867677	8.43999420389693	6.76853175836421	5.83812539751882	7.48393068900129	3.12806137899273	10.755332631374	7.26909113066837	8.93339170708126	9.38632434078451	9.78021094995635	9.45157710611334	11.7603
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	3.08623348436495	6.26713273046151	5.1040384477029	6.0512266728288	5.99740739013686	5.90906373026613	8.3977795912852	2.99051001678383	5.46887121630457	4.77272535184203	4.41019367459602	5.5462770542223	4.2739326791459	4.34901223781253	11.7603
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	2.96987001283098	8.45750418672071	9.80502435675275	6.78386077620511	7.12957159294289	5.93466168698676	8.02880137686324	3.21693043225482	9.87491988328442	7.26245345442984	4.03663716892672	6.76686863393661	8.27014669144142	8.94568457796052	14.5635
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	3.84260865502196	9.97695802098296	9.36927003763396	8.34825206384793	6.84415412783676	5.47646441991716	8.35328435761667	3.01980993753475	10.609969504049	9.76178736949348	8.71652372690244	9.98796239702992	9.16269493499795	9.93688846839149	11.7603
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	2.99358649246815	10.1725203220223	6.59623601955705	7.11171752333066	7.3094553511735	5.65017324611021	8.94323565799483	3.10552962014697	9.79884171252583	10.119137220575	5.88208665427661	7.56911605372651	8.14755389280263	7.31303293991063	11.7603
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	3.00090127694725	9.85919505207603	4.40876168333356	7.40206323536055	6.65658791057362	5.61450193954965	8.47785692067962	3.24308405049871	8.81054155073189	10.1137151591949	6.85476703698446	8.47306047090708	5.80038394950885	7.47775762398822	17.0762
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	3.07136386713485	8.90171352135581	6.24061143154042	6.78394443906862	6.5244198865256	5.69297189192619	8.00105796031388	3.00995116483916	9.42655726749705	8.97894884514114	8.81009236337011	7.71798886877625	4.6586294422439	8.62363158125837	11.7603
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	2.96013594933118	9.12306225401476	9.44484240534879	8.06490416724182	6.60223298905072	5.91137838673542	7.73759740040282	3.15727189373251	10.5609419896976	7.01154436905942	7.00620870301722	8.18965146904308	8.31197069812647	8.59325449847569	16.9808
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	3.01841715173231	10.176804343852	10.1147190999345	7.54183718300022	6.8296105394238	5.62462740834196	8.00096202881175	3.09966114412112	9.42056366765662	9.6953964488672	8.57696611175754	8.29660190580841	4.2617270973923	7.84614401564017	11.7603
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	3.16835531553173	4.43745881932996	4.32260342919218	6.25404665747648	5.26524287930896	5.54855906196842	9.30454956469756	7.45836364173709	3.88295426058646	4.89306810648591	3.95517428908989	5.49828145396923	3.72793555678839	3.85866014953251	11.7603
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	3.44555136344767	10.7354838755547	11.0421090335962	9.70346969857217	6.22256259879066	6.29712252264509	8.90847774860936	3.01022893838484	10.759983473148	10.6008490034983	10.6018308015897	11.7958000684852	10.2896677776633	10.112406640546	19.1371
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	3.16776444013751	9.56536821475409	10.9157471724309	7.66490294133103	6.75572778324232	5.70006192772614	8.40153304989108	3.05198473084666	10.2574664902244	5.68414271719608	8.15001883721332	7.18867723114532	8.45094761375688	8.18507913935968	11.7603
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	3.00533865456519	10.1401772816218	11.3316704384272	8.78411167317459	6.33230338480131	5.5036552885444	8.68125185607036	3.02673493574721	10.3092129508931	9.93517324858777	8.74642120902874	11.7560334842227	6.26729516438364	9.97051511464398	11.7603
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	2.94755184910007	9.74849561914637	7.08631416325989	8.4547205358195	7.27643915988278	5.65282874158278	8.64032113852238	3.01646423573129	9.57114018904912	10.6653222819031	9.06444338612395	9.29598132542672	9.61164530770669	9.62501261866208	16.5384
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	3.26303025203158	8.99085832254577	6.54161343971933	9.20771631869283	8.02579281371934	5.91744155384343	9.19021605619357	2.938137499182	9.55086282992062	10.4831341771931	9.4827251462924	6.15125429445817	6.02733198010434	9.37347205851076	16.2102
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	3.28455932439239	10.0477529603751	10.8653808609907	8.81077211024697	6.51142179127575	5.63381374433718	8.87029475053023	3.03376293767138	10.2990360090516	10.8256897521062	9.9667149617637	7.19578665024896	9.67912157061433	9.93966065606797	15.917
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	3.23456389835131	9.48030165905234	10.5594655556566	9.33058986942781	6.4006322952866	5.72846198756705	8.3450878810457	3.15454272823105	10.2186256620726	10.1236562155344	8.77904905722203	11.0400391808803	7.40841383577305	9.56736752659642	11.7603
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	3.71027595911667	9.44023250548025	8.91595000151014	8.03350272204057	6.99484100098022	5.79597830993258	8.48421187864381	2.98688411133449	9.39997329604683	9.97853723343717	8.43844674986057	10.1992904089233	4.20752801872118	9.48784201108841	11.7603
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	3.01496843851366	8.43661033951824	9.25896811934203	7.21219402617748	5.86943309390848	5.77971780540735	8.80451370168596	3.93190039287154	8.15823962401398	8.29230346785483	6.84019191090537	6.48034108988381	3.68395126929193	7.17581546431848	11.7603
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	2.90327984168981	6.93339546287135	9.2007381180219	6.52892362113191	8.24060418889421	5.7679698283462	9.49806093159449	3.04794919301442	6.18544892282507	5.23879785543702	3.62451388241672	5.40118558173893	4.53537699152881	8.19166415400814	11.7603
