ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	QTRT1_RNA	QTRT2_RNA	PNP_RNA	SLC29A2_RNA	HPRT1_RNA	GDA_RNA	meta
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	6.9836560469915	5.42825504065149	7.43845425887416	5.82951841466439	6.04570290229771	9.31169283227801	17.6494
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	6.68653714736821	5.28234691095432	6.60704871483453	6.33993198225417	6.46310249369957	6.56102700581037	18.8955
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	6.82284292282297	4.66042474335534	5.5175930118265	6.06531161082138	6.12051845447923	8.02869925147161	21.9392
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	7.10041929197753	5.06424744357609	7.49670695359721	6.0568988080453	6.17436498713215	8.54984126306698	18.0606
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	7.55602127188674	5.46108332838145	5.57210039115227	5.63006070565718	5.77437225479661	8.51030376540013	17.06
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	7.11405802477603	5.19511710795396	6.79918441065261	5.80605737165687	7.66093035580122	8.7241348067421	21.637
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	6.91136611594527	5.33036066165197	7.30453794035632	5.92086038205963	6.30413541865065	4.5554681736373	21.9758
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	7.28594052907856	5.35217359488089	5.89811774630858	5.84374144499007	6.2855430378384	7.71819603177121	20.2001
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	7.36953523817303	5.08471811347537	6.50725328440982	6.17791124918678	6.01284775246398	8.09349230469634	18.4521
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	6.85002586650504	5.05600072164228	7.09081637632946	6.61121488372383	5.39053443993889	7.03786737231836	19.7674
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	6.58734755578204	5.2987338903886	6.49295439117437	6.40682632037978	5.52058690502902	7.89593981403708	18.9157
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	6.94407827569777	5.48759784143839	6.52169582736493	5.6672534472869	5.73412823612959	8.39853184740468	19.4123
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	7.13453804036068	5.21531899511408	6.84699172040591	5.79195548844926	6.47174500713929	8.19071430483449	22.0804
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	7.1695331303469	5.47927817501119	7.48071939906859	5.81486991125588	6.38110602411104	7.51044621180088	20.2907
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	7.47882095883669	5.82720724215624	7.01401418316961	6.04583257376011	5.33078002413038	9.59180759059381	17.9543
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	7.07008935512532	5.41435797594306	6.5359438789275	5.76663608267279	5.32679223057149	8.0635552270053	18.1069
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	6.75036986520971	5.2926466174044	7.13924506658502	6.31435816744282	6.02604550853851	6.33808470354394	21.2186
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	7.09571087171813	5.2723674269245	6.98949080703645	5.71660025748739	5.72530369988932	8.31605713847638	17.9806
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.0821801246691	5.26587909596354	6.15888385945934	6.03304324867275	5.38208208171653	7.60233960734543	18.1587
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	6.68097535128595	5.22634360637957	6.4649053779334	5.95957510300614	6.37781920678916	9.37923745436007	17.0856
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	6.9577133406891	5.17921458072619	6.04995616918246	5.68831793604194	7.09421058753134	7.19631164039719	20.3227
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	6.95288594766865	5.09547831867539	7.57040652315551	6.04401534860406	6.24391701075985	8.24172844150198	20.024
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	6.86726031520224	4.93001819504088	6.97495790419741	5.97647334315442	5.4256427299236	9.35477579110318	19.406
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	6.96841343734004	5.41666657946638	7.09645119641698	6.57311338086946	6.05036669130579	7.86478898027054	17.4088
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	6.78676489765394	5.69716847829804	7.26607647512243	5.55899276020824	6.61186954028149	8.49659337320914	18.69
