ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLCO1B3_RNA	SLCO1A2_RNA	SLC7A9_RNA	ABCC3_RNA	SLC10A2_RNA	SLC51B_RNA	ABCC4_RNA	ABCC1_RNA	BAAT_RNA	SLC10A1_RNA	SLC51A_RNA	ABCB11_RNA	CYP3A4_RNA	SULT2A1_RNA	meta
LCS_539	-1246.96105932859	571.711710387345	-675.249348941243	0.874753991438372	10.0984087494383	3.05524954372549	7.39031138145618	8.7993270882437	3.10857297610176	5.530242104071	4.1725277123452	5.54646808087246	10.5185284548021	10.0474739066271	7.37823471100584	9.52576401289065	9.51315029735617	8.32549563250935	26.1497
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	3.89718500312746	3.28508277742388	6.35077631832415	9.44708900698298	3.11740452565225	5.24891145478855	8.24290439748479	5.69534853348971	10.3228930975467	8.73928578016055	5.87738380169093	7.14271836991087	5.44609124979389	7.98853110574515	20.6879
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	9.39382194757796	4.72051467988921	7.53901972786085	7.55420401784208	3.06180836877748	5.51605986522014	7.06559974864979	5.94150064068861	8.8540341918325	5.64370756959056	5.50485523498049	7.51506204370739	8.24429736789148	7.70378934512011	21.268
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	3.55333711148641	3.43607417406944	8.4417594017114	6.69298147675521	2.93666502481406	5.5653242145093	7.61243198077925	5.44449166004593	11.1548001333436	10.8613702129259	5.8306061512739	8.75925029360887	5.93328211784546	8.53597533979016	26.5497
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	10.4843302836042	3.62200476542796	6.76627273369677	8.75549782452894	3.16784535810604	5.4358839095389	5.19539045070744	6.06743961737831	11.1372498713781	10.6454754330494	7.61880031027742	9.27877053260623	11.1414636075703	10.0747200175554	23.8113
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	10.1075242040216	3.24831687456879	7.35225969243162	8.95194838259633	3.14686725070044	5.48449844273746	5.44657023298855	5.99705981595183	11.4805434862587	9.73967210550957	7.00629385164339	10.1729684728815	8.25475047429472	9.7989685054011	23.3763
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	10.2569118867677	3.03310218906553	6.76853175836421	7.48393068900129	3.12806137899273	5.14440631671737	5.39134820863567	5.79759013838952	10.7217862087597	7.26909113066837	6.08669999691484	8.93339170708126	9.38632434078451	9.45157710611334	23.0373
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	5.1040384477029	3.08623348436495	5.99740739013686	8.3977795912852	2.99051001678383	5.01603283529743	6.81940842467076	6.24715671728304	7.53212723498214	4.77272535184203	6.00983038885932	4.41019367459602	5.5462770542223	4.34901223781253	16.5841
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	9.80502435675275	2.96987001283098	7.12957159294289	8.02880137686324	3.21693043225482	5.17003428996181	6.70213495680311	5.85642220157835	10.7381756223338	7.26245345442984	6.27096580937383	4.03663716892672	6.76686863393661	8.94568457796052	22.2864
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	9.36927003763396	3.84260865502196	6.84415412783676	8.35328435761667	3.01980993753475	5.49565130287263	5.95712069560982	6.15056146308782	10.9855937829632	9.76178736949348	6.97654023865389	8.71652372690244	9.98796239702992	9.93688846839149	26.4432
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	6.59623601955705	2.99358649246815	7.3094553511735	8.94323565799483	3.10552962014697	5.85064153706891	7.27709738286266	5.83627283251321	9.55834218491415	10.119137220575	6.89046912474607	5.88208665427661	7.56911605372651	7.31303293991063	23.8037
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	4.40876168333356	3.00090127694725	6.65658791057362	8.47785692067962	3.24308405049871	5.14681938672012	6.20251608665346	6.06521700141646	9.89240817096843	10.1137151591949	7.20703716428686	6.85476703698446	8.47306047090708	7.47775762398822	23.3856
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	6.24061143154042	3.07136386713485	6.5244198865256	8.00105796031388	3.00995116483916	5.88428940337045	6.22317015712331	6.53381838059493	10.4404626409806	8.97894884514114	6.94045705586929	8.81009236337011	7.71798886877625	8.62363158125837	21.6072
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	9.44484240534879	2.96013594933118	6.60223298905072	7.73759740040282	3.15727189373251	5.52681979848043	6.60151308610809	6.03331431399892	10.1682130977795	7.01154436905942	6.61567647892066	7.00620870301722	8.18965146904308	8.59325449847569	24.9696
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	10.1147190999345	3.01841715173231	6.8296105394238	8.00096202881175	3.09966114412112	5.29484160787613	4.60102602634653	5.83348351270481	9.93205192753626	9.6953964488672	6.1114963662409	8.57696611175754	8.29660190580841	7.84614401564017	21.8331
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	4.32260342919218	3.16835531553173	5.26524287930896	9.30454956469756	7.45836364173709	4.88244487875836	8.80923484808367	6.43316390488237	9.36448772314309	4.89306810648591	5.63063001594863	3.95517428908989	5.49828145396923	3.85866014953251	15.7851
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	11.0421090335962	3.44555136344767	6.22256259879066	8.90847774860936	3.01022893838484	5.81242271152809	4.58496965252779	6.06836300203944	11.4341177023801	10.6008490034983	6.84018343653005	10.6018308015897	11.7958000684852	10.112406640546	23.3224
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	10.9157471724309	3.16776444013751	6.75572778324232	8.40153304989108	3.05198473084666	5.53388422135118	6.06663754471299	6.07603836922734	10.237087212259	5.68414271719608	5.88440897401288	8.15001883721332	7.18867723114532	8.18507913935968	22.1665
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	11.3316704384272	3.00533865456519	6.33230338480131	8.68125185607036	3.02673493574721	5.05571879988416	5.52853527846632	6.33735020662194	11.082984594132	9.93517324858777	6.87450869395166	8.74642120902874	11.7560334842227	9.97051511464398	22.8244
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.08631416325989	2.94755184910007	7.27643915988278	8.64032113852238	3.01646423573129	5.58346953802641	8.02052990652396	5.91499836402789	10.894563351979	10.6653222819031	6.54375640797365	9.06444338612395	9.29598132542672	9.62501261866208	23.1749
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	6.54161343971933	3.26303025203158	8.02579281371934	9.19021605619357	2.938137499182	6.70204393922352	5.1828246977349	5.91574864341306	11.3544247187619	10.4831341771931	5.6871521374993	9.4827251462924	6.15125429445817	9.37347205851076	24.6688
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	10.8653808609907	3.28455932439239	6.51142179127575	8.87029475053023	3.03376293767138	6.07815218004717	7.11628932395417	5.48200614799028	11.1345734130474	10.8256897521062	6.91399062023334	9.9667149617637	7.19578665024896	9.93966065606797	21.6666
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	10.5594655556566	3.23456389835131	6.4006322952866	8.3450878810457	3.15454272823105	5.42565012259139	5.03119399397307	6.0374639672089	10.6466251283248	10.1236562155344	7.17358292123221	8.77904905722203	11.0400391808803	9.56736752659642	22.5059
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.91595000151014	3.71027595911667	6.99484100098022	8.48421187864381	2.98688411133449	5.53608205024361	7.44288532392057	6.37661883812429	10.5585876840501	9.97853723343717	7.06635325050002	8.43844674986057	10.1992904089233	9.48784201108841	24.1105
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	9.25896811934203	3.01496843851366	5.86943309390848	8.80451370168596	3.93190039287154	5.09534499054038	5.35904548263386	7.24227361359174	8.91405782238286	8.29230346785483	5.92904947426394	6.84019191090537	6.48034108988381	7.17581546431848	23.1972
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	9.2007381180219	2.90327984168981	8.24060418889421	9.49806093159449	3.04794919301442	5.19100219796217	8.30208101157481	7.84958383384291	10.1552900608382	5.23879785543702	6.35290921790419	3.62451388241672	5.40118558173893	8.19166415400814	17.3918
