ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLCO1B3_RNA	ACOT7_RNA	SLCO1A2_RNA	SLC7A9_RNA	ABCC2_RNA	SLC10A2_RNA	ABCC1_RNA	BAAT_RNA	ACOT4_RNA	ACOT6_RNA	SLC10A1_RNA	ACOT1_RNA	STS_RNA	CYP3A4_RNA	SLC27A2_RNA	UGT2B7_RNA	UGT2A3_RNA	SULT2A1_RNA	SLC27A5_RNA	meta
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	10.1147190999345	6.30415535404781	3.01841715173231	6.8296105394238	9.48981108881516	3.09966114412112	5.83348351270481	9.93205192753626	4.54296241753836	3.27732103834949	9.6953964488672	8.1416833561156	6.24613304669541	8.29660190580841	10.176804343852	7.76556322929521	6.02473748863684	7.84614401564017	7.54183718300022	10.6935
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	4.32260342919218	6.30731539182909	3.16835531553173	5.26524287930896	4.80978821624458	7.45836364173709	6.43316390488237	9.36448772314309	4.00941951393693	3.28581053127767	4.89306810648591	6.73856247684857	5.6058372140323	5.49828145396923	4.43745881932996	5.32596918955139	8.50289918715544	3.85866014953251	6.25404665747648	10.6935
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	11.0421090335962	6.37683912791922	3.44555136344767	6.22256259879066	11.000629147618	3.01022893838484	6.06836300203944	11.4341177023801	4.91252672961122	3.97191564910767	10.6008490034983	8.33323145846466	6.45457535996242	11.7958000684852	10.7354838755547	11.0610241511932	8.39363733286724	10.112406640546	9.70346969857217	17.4519
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	10.9157471724309	6.21745138388523	3.16776444013751	6.75572778324232	9.76898658687449	3.05198473084666	6.07603836922734	10.237087212259	4.34379280107153	3.0165918275621	5.68414271719608	7.86855297255811	5.76415165911053	7.18867723114532	9.56536821475409	9.23000870577859	7.86600076201706	8.18507913935968	7.66490294133103	10.6935
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	11.3316704384272	6.32517173876168	3.00533865456519	6.33230338480131	9.7142045432298	3.02673493574721	6.33735020662194	11.082984594132	4.51468215283054	3.27722724402361	9.93517324858777	7.83967188485714	6.78647618716103	11.7560334842227	10.1401772816218	10.2658395368971	6.71211124751212	9.97051511464398	8.78411167317459	13.9983
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	7.08631416325989	6.27805392538921	2.94755184910007	7.27643915988278	9.5270443401594	3.01646423573129	5.91499836402789	10.894563351979	4.53625775166256	3.14987984847675	10.6653222819031	7.46077027509203	5.90733652533728	9.29598132542672	9.74849561914637	9.99808036161953	6.83552926987992	9.62501261866208	8.4547205358195	17.2336
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	6.54161343971933	6.39458526889884	3.26303025203158	8.02579281371934	9.8064045351886	2.938137499182	5.91574864341306	11.3544247187619	4.69272542135512	3.30758779881942	10.4831341771931	8.37121214933931	6.4890357386864	6.15125429445817	8.99085832254577	9.62716074638172	7.83302748145637	9.37347205851076	9.20771631869283	16.4594
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	10.8653808609907	6.35905061321468	3.28455932439239	6.51142179127575	8.43471745360777	3.03376293767138	5.48200614799028	11.1345734130474	4.88830992464228	3.31285105909934	10.8256897521062	7.97846371917048	7.78355038468924	7.19578665024896	10.0477529603751	9.58176208650787	6.85787253587431	9.93966065606797	8.81077211024697	10.6935
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	10.5594655556566	6.36232528724385	3.23456389835131	6.4006322952866	9.75945533199562	3.15454272823105	6.0374639672089	10.6466251283248	4.6963732872254	3.37451933681146	10.1236562155344	7.87086382096756	6.19775780397498	11.0400391808803	9.48030165905234	10.0507144139034	5.71668200827656	9.56736752659642	9.33058986942781	10.6935
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	8.91595000151014	6.6910140734035	3.71027595911667	6.99484100098022	9.20705147897397	2.98688411133449	6.37661883812429	10.5585876840501	4.57623184149184	3.68820852413344	9.97853723343717	7.58793588091726	6.39129976905037	10.1992904089233	9.44023250548025	9.7929428034343	6.23973559232357	9.48784201108841	8.03350272204057	16.2294
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	9.25896811934203	6.27803903466062	3.01496843851366	5.86943309390848	6.28736718177142	3.93190039287154	7.24227361359174	8.91405782238286	4.05713640545151	3.3875509171104	8.29230346785483	6.93272895162796	7.5262245759132	6.48034108988381	8.43661033951824	7.96406945943549	5.36496973354153	7.17581546431848	7.21219402617748	14.8204
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	9.2007381180219	6.6189505380469	2.90327984168981	8.24060418889421	9.92604428633603	3.04794919301442	7.84958383384291	10.1552900608382	4.27077725426427	3.14076096371994	5.23879785543702	7.04672197181778	6.99554356917458	5.40118558173893	6.93339546287135	10.4591778915463	9.65345328017763	8.19166415400814	6.52892362113191	10.6935
