ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	SLC2A7_RNA	SLC2A4_RNA	SLC2A1_RNA	SLC2A2_RNA	SLC2A11_RNA	SLC2A9_RNA	SLC2A8_RNA	G6PC3_RNA	G6PC2_RNA	GLB1L_RNA	SLC2A12_RNA	SLC2A3_RNA	SLC2A6_RNA	GLB1_RNA	SLC5A1_RNA	GALM_RNA	AKR1B1_RNA	SLC2A10_RNA	SLC2A14_RNA	AKR1B10_RNA	SLC2A5_RNA	LCT_RNA	SI_RNA	AGL_RNA	AMY1B_RNA	SETD5_RNA	LYZL1_RNA	SLC3A1_RNA	GBA2_RNA	AMY2A_RNA	GAA_RNA	GBA_RNA	GANAB_RNA	MGAM_RNA	SLC5A12_RNA	SLC5A2_RNA	SLC7A9_RNA	TREH_RNA	SLC5A10_RNA	SLC5A9_RNA	MOGS_RNA	SLC5A11_RNA	SLC3A2_RNA	PGGHG_RNA	GANC_RNA	GALC_RNA	SAPCD1_RNA	CAPN3_RNA	KANSL3_RNA	HKDC1_RNA	B4GALT1_RNA	HK1_RNA	B4GALT2_RNA	LALBA_RNA	HK2_RNA	HK3_RNA	GCK_RNA	ADPGK_RNA	Maltotetraose_upmeta	Maltotriose_upmeta	D-Maltose_upmeta	meta
LCS_524	-129.243492455974	1304.92145980273	1175.67796734676	0.712625254396935	5.60744315306492	5.3508715000295	5.67347164806925	10.6967910101522	5.38421693611958	6.61565276844444	6.24346347118933	6.18503486193253	3.44998292387219	6.47386261978899	5.12188274816158	7.24415178873251	6.16305077628655	6.84971692862593	4.74652802395484	7.68012491755649	5.72722398585735	7.65284254286142	5.60536066550335	10.8221465205174	5.13056766569657	3.94783025265522	2.49130593502753	5.82476184781508	5.24866145139813	6.84521389272389	3.66559693068756	6.51231696142914	6.54309500454253	5.14098041429872	7.74984479388837	7.96220595455986	8.99119131889376	3.73521043160707	3.65962948355358	5.96483675136322	6.64086487389508	5.05546149060944	5.73738497537918	6.79060244227647	6.68851166587764	5.95095635918789	8.36844059419182	6.19819047861026	6.81943549318549	6.09018039142378	7.04703066147256	5.80345494119657	7.5947085704817	7.08223105842322	8.10637517501753	4.51362659239058	7.42386472198746	3.2536173744625	4.68075194766225	5.73512588491528	5.60360552429199	5.14628688967989	17.4959	19.5972	19.7403	30.0534
LCS_525	-986.465069122892	1103.26123194575	116.796162822854	0.812638118520169	5.96157069777829	5.74755440758585	5.97866133556823	10.5506571188912	5.50674354070632	5.6938317114405	6.97573913079611	5.86416753779373	3.65694362469887	6.64997920786375	5.24755921546161	6.91179797534578	6.2482036141013	8.04398196704705	5.01706032557924	7.6986301106418	5.50624361954682	7.77462256005558	5.89525298542805	6.6992240102553	5.4214387174807	4.1327382652515	2.62757652183819	6.12083744731762	6.09161601700147	6.90851550405729	4.02391338457593	4.18956756392922	7.01754059133895	6.30535481004915	7.83393740775146	7.95627900154662	9.21460606067744	3.93456318365249	4.11321619602326	6.19645732889984	7.22718999624954	5.79321681818352	6.02048195645203	7.30991217599566	6.54813640563049	5.60196310573191	9.4906213756248	6.22559102926412	7.57951113945572	5.54383673393607	6.22690099318666	7.02635207590164	7.15308506024441	7.23950568220297	8.64648958180498	5.26638469850926	7.07572475378206	3.54510687955675	4.94570980370883	6.0346057931972	6.02079657254979	5.11378189646249	16.3558	18.0728	13.1864	29.2063
LCS_527	-172.869873190638	2568.46854896596	2395.59867577532	0.576274704048085	5.52031466957103	5.69697306958417	6.19920378646074	11.0364385094568	5.26407425965771	5.53991151980058	6.50050524806128	6.31870569582504	3.50218887285688	6.11272758949854	6.3151023237541	7.57068340960295	6.25683574034148	7.49940468721127	4.73158387580496	8.35301897207	5.61279253336193	7.6310797343588	5.61536299311618	10.8814885541658	5.10534360165749	3.97146283660225	2.59168375451334	6.30402071920276	5.61391068253979	7.3212663026387	3.76424823693432	4.25276952854621	7.04665305769449	5.7376535283305	7.52932870800881	8.24904218278046	9.34693426538083	3.76600728317925	3.82772360089819	5.84559001881671	7.1382470443396	5.10330761760472	5.62940501164686	5.82766965178578	6.80450365928529	5.37284911852814	8.40203059155617	6.41338691799873	7.41446542083441	5.23652070018252	6.73246115171487	6.81619010298216	7.24653896639008	5.37981421186293	8.47065197207894	4.46750296308667	6.57395250442609	3.25644009760925	4.84240668425403	5.89589102678038	5.47315970178083	5.13760506323713	17.7033	18.4807	18.3252	29.7631
LCS_528	-253.908643110841	4462.34285362128	4208.43421051044	0.34107459294862	5.82492368489241	5.63965596532676	7.49972366207734	4.527265993238	5.43574842569671	5.08774521785956	6.49697962382232	5.6930134954802	3.5627437686944	5.69150707529933	4.01065978251706	10.6966441243027	6.5236078749117	7.10681823679323	4.81183499171951	7.17330122287052	5.8026862274155	6.67289272999225	7.11962655780455	10.0948244578248	6.33736297275385	4.15520006301559	2.73008876125775	5.85803683683455	5.33904445112716	7.29489257995689	4.20874617004112	4.03459428636696	6.71826360455118	4.30617705290618	7.1600917053912	6.95474886490212	8.51094280813051	4.4284787150705	5.23020839539371	6.18055227204681	5.14395229334651	5.29484478501034	5.9469359018643	5.38633295535373	6.66751483691546	5.31119409326123	8.55935841253955	6.61943442181445	6.06396070067997	5.57704820328566	6.11994209469409	5.38444361917947	6.69313340231006	5.07216897448003	7.73389677447342	4.72082900489317	6.89804575010859	3.52950257479513	8.42936262594972	6.54191483540506	5.81837596503081	4.7571631383993	11.2883	13.6609	13.1864	19.4594
LCS_529	-1683.00775373879	386.884725608618	-1296.12302813017	0.915224593848394	5.58406092212299	5.94344609223555	6.04517241647594	10.6179134216413	5.51729816864774	4.86505424646404	6.1045972275465	6.05017861886202	3.55801822818193	5.33001176879454	5.65891838455534	6.45711748177587	6.18230185260811	6.9389676423549	4.60513052188042	7.48927414826695	5.51430150752718	7.43216565027059	5.48351603576241	10.5532755939773	5.16803604917988	3.8160201119117	2.53717490487574	6.54818070191578	5.0405268998387	7.47175123765591	3.83564739201993	4.07989757306986	6.62156763306297	4.54204805228998	7.80120746708904	7.72223054207569	9.06757587411167	3.66465575264103	3.68622831685628	6.06372577597128	6.35641985896199	5.2188911686977	5.68702830477717	6.31697448274899	6.63214092514652	5.36451845588654	8.54843489780382	6.11604585146087	7.27478164206258	4.6928791173716	7.35018581707796	6.76942629730413	6.91130890257823	6.16534777161599	7.93894903726623	4.66695956780723	6.78193086912634	3.39708216591694	4.6223037501167	5.58671297377012	5.52558254865736	4.81199528165631	17.9318	19.8754	19.2818	26.4538
LCS_530	-1722.81588282704	881.415951816198	-841.399931010843	0.886310772109038	5.31664224386627	5.58636532234518	7.02413238287791	8.44472287214128	5.67123312484569	5.59919046929889	6.17432998483151	6.35950141920608	3.41392987366405	6.21301152806528	4.14094833479647	7.42865593490667	5.94898353359512	7.39964313654082	4.46623762950969	8.89694942085979	5.54435467381282	8.12199731272339	5.63431912715893	11.6395895165088	6.17926738685371	3.7845603422495	2.51910405276204	5.71383275363854	5.82167607261361	7.51491363422003	3.63099536964634	4.13097773196871	7.48212305735418	5.91832791250962	7.42275322726438	8.7736798583893	9.53305077960396	4.19580699975632	3.79735491998793	5.63120870609353	7.20964667086057	4.90391654762882	5.62643470159291	6.29310333045012	6.62143363397278	6.2042551568054	8.51529107544301	5.83702513865544	7.121855767575	6.22548025422065	8.28268755941192	6.66049724466482	7.37492015056488	6.12348314119723	8.26707031125425	4.36193767043734	6.55862878933654	3.26455361984551	6.621176964291	5.55733883896038	5.46180186029057	5.30363752129862	12.7419	13.6609	13.1864	26.6274
LCS_536	968.628452432619	3163.35025632939	4131.97870876201	0.351602712982951	5.32675759288427	5.11177416093223	6.49257826040352	10.1567868830649	5.02663768453945	4.59121381459066	6.24730785003623	7.34336670404297	3.22210691293991	6.23425061650478	4.6989981381182	8.91668706834603	6.21101040210451	8.07855685971162	6.04960558244237	7.13870923711476	5.85654152760777	6.42289111692382	5.92446504254647	10.0566542113134	5.86862110708092	3.79711395422382	2.45475765892002	6.29305797414772	5.17626538621041	7.63086645946211	3.65565170261987	4.0615813771622	6.93900779345297	4.78903645198059	8.43389214957394	8.2502647353195	9.21284268601507	3.8041909038316	3.64566730135503	5.52240444923699	5.3970983248972	4.79965303270061	5.41476424405346	5.43859501464667	6.05426614805256	5.05464150380056	8.83657333783298	5.681147076735	6.55305478361044	7.12541237527076	5.88828211861474	5.50763689486794	7.28560535939978	8.05189246505534	8.80748608535543	4.48595001789787	6.60115606468603	3.28376965761985	5.82250540412042	5.63276691833254	5.25091741810763	5.14748642076883	16.7377	19.2479	20.6686	27.6243
LCS_537	-374.365567996126	3921.32548775548	3546.95991975935	0.430599181892479	5.51817308293144	5.36883283028259	6.12754479697329	10.240856983392	5.29594357489537	6.29015082065156	6.06909523979877	5.69287383638671	3.50931064509738	5.48056438771095	4.69289952163893	7.78995583834571	6.22848883957484	7.13078316248519	4.60518316884134	7.3241002212088	5.57373367890102	7.87178834285912	5.78944679254896	10.9887344384211	5.20080307686001	3.88399691397879	2.49357697311428	7.16893059772082	6.20448549621418	7.30002536156995	3.82509401986608	4.13464667967579	6.72496471171137	6.22634559157264	7.34832349767355	7.30139179702647	8.85864126348222	4.11736285098502	5.03095701461729	5.94703090675581	7.05198536703427	5.15192663371072	5.78106104271996	6.32132307396508	6.30439262977931	5.12387335391382	8.27582961256958	6.26616097784803	8.72598928831674	6.06186309785998	6.26777469845033	8.00135229695197	6.71091706794684	5.82803658068171	8.61032491304953	4.77115368704058	6.64531442647656	3.31720206905367	4.95579521047713	5.88525112199998	5.5241995408755	5.35646185032881	17.9643	17.021	13.1864	27.6172
LCS_539	-1246.96105932859	571.711710387345	-675.249348941243	0.874753991438372	5.70432497201017	5.43025247175309	5.73427398322944	10.8851130410389	5.50887406113108	4.8938444284809	6.22714366027461	5.79659642285316	3.51736621374539	6.03057883542386	7.2458233855221	6.91609729496815	6.09446461087652	6.73580341923015	4.7850926795886	8.18067401530874	5.39911948805628	7.07106049428409	5.64162082841415	12.1839099441977	5.32044708281694	3.95785724055566	2.60039030936775	7.1704073532324	6.45786154273018	7.35269305535117	3.81465521336959	8.21989309730604	6.822902272256	6.60085461487724	7.53052942897026	8.03399719048975	8.84101519328242	3.82490931925207	3.9127166721725	6.08364157297855	7.39031138145618	5.25233408455169	5.80904029026282	6.54950551415941	6.61795959563587	5.29629937247921	7.89450514157067	6.18669520774462	7.18538134264764	5.96650634470772	6.84714011014983	6.46479137991418	7.0981500848267	5.50763173141059	8.40167968076648	4.95433544054624	6.72071725240077	3.47650758634478	4.68231551097791	5.83240953645683	5.6261841713581	4.89204068510334	18.6404	20.2949	19.649	29.1751
LCS_540	-1859.11538149709	558.007462080499	-1301.10791941659	0.915519192758418	5.64354651261599	5.31159354703332	5.70501970704102	10.2073585506017	5.52664260238284	4.95848832094628	5.9298675517563	6.15632377172955	3.51122040764377	6.05841296934463	4.18462335447722	6.11341426938635	6.28106288101003	7.32452806842124	4.65919426244073	7.80032056632059	5.48574879952654	6.30536757197349	5.35744268440778	11.6711327556435	5.45109550948848	3.9684045300455	2.51671197940833	5.71827362826468	5.01686847777606	7.51335439268685	3.8766909811678	6.19188250546939	7.09368618108361	4.77406142658234	8.30976062164382	8.59783938534684	8.60536110724871	3.78261990075349	3.74512683151614	5.90915973678005	6.35077631832415	5.14153471959948	5.81652522202844	6.41924201088098	6.66914937907952	5.98800548890829	7.73278037363678	6.15275268414165	6.39688877005165	5.94980458567911	8.37325052553114	5.66005553875007	7.3720814307884	7.30527734508363	8.22643670058718	4.48945487602625	6.72521557248298	3.39675557600695	4.78833734702578	5.79449318628579	5.58818295612452	4.81484675792208	18.3073	20.3087	21.056	28.5545
LCS_541	-684.751933731234	1991.14725788875	1306.39532415752	0.699033802923045	5.37322072506261	5.25440536133849	5.93953624085505	8.96593296939081	5.22773229883551	5.80078348987272	6.00830114752486	6.16243309707687	3.22597860470581	6.3242256346369	4.786758651718	7.58701356993506	6.26538633681943	7.06288475837848	4.44704939377357	8.14196116351082	5.28667889370802	6.29570079176265	5.72481190717897	11.3026930651261	4.96821831875239	3.76030894774532	2.4837710079913	6.05453879528017	5.46976259905578	7.71630959374169	3.60646405541133	4.26829564016595	6.97875019477072	5.20322379104422	7.21653108665639	7.49183462225767	9.058018107509	4.11170495718732	6.19064608330345	5.75057958142427	7.53901972786085	4.89806654076391	5.60911143771431	7.10775706562558	6.37956861127386	5.35378741106008	8.62093563824722	5.93850013825873	6.45692313364665	5.89478186480839	7.30726898783483	6.17379242456629	7.13714642499731	6.15466064820949	8.02947303043148	4.29756563068683	7.05507773221189	3.2003943841077	5.60655053015474	5.57735998725103	5.36406862428376	4.78137784612398	16.5221	17.3944	13.1864	26.7895
LCS_542	-2140.00594716023	172.764791253783	-1967.24115590644	0.950418000052259	5.67578655384164	5.20895472418649	5.8985111842483	10.4313970391481	5.49656718753592	6.91865966192409	5.95456768389905	6.48955293789919	3.38998177240344	6.48729560225497	6.38613656194744	6.83000564917331	6.05762226508216	7.31091426278728	4.52705353063644	7.90588249800444	5.20965955659357	7.34350614055036	5.74302698049786	4.68780783093117	5.18853326192486	3.92179538500981	2.49069664456116	8.28850069634136	5.65221650758739	7.58031201644123	3.72271064253095	4.11511248391366	6.98633653439044	5.71177574801347	7.71933827305059	7.18482257302108	9.68778178205127	3.70762894148831	6.25476080047118	6.02462675572312	8.4417594017114	4.93770587854789	5.69231735412392	6.85304384184654	6.56451157496218	5.31145870195723	9.19365460560803	5.96579286151159	8.42407347043576	5.3415711190827	6.82839559969431	7.66241187069214	6.92787072709321	4.85820920947961	7.4192143518253	4.45631315715558	6.74109806906709	3.38049224039449	4.64372946571554	5.65971273960851	5.57733222538968	4.47202369939099	15.7139	18.3562	20.747	25.5773
LCS_543	-442.943505956796	1786.48705234122	1343.54354638442	0.695124102726048	5.77268262603408	5.74878036406696	5.965242832972	10.9681222852711	5.51538309282613	6.14783917890449	6.53827139781536	5.69135187257053	3.4785946274715	5.7321758458985	6.12936010302178	7.57517503280765	6.24712512134333	7.10568055056679	5.18305103320903	8.05777208703231	5.49291371209352	7.57095919362547	5.79388908212166	7.47998121181172	5.24946812853676	3.9905202021932	2.52058637315105	8.03448043340794	6.12218220114506	7.15387269431114	3.96255971855647	5.56812988674979	6.90339774160223	6.35808768785008	7.80308987010601	6.99927490673706	8.87639404595062	3.95469856412187	7.37895619475485	6.03150075290343	6.76627273369677	5.56128484489772	5.74332052871465	6.41575583846781	6.62032405608137	5.23679626767147	8.63760729660493	6.37588732391124	7.53785934771359	5.57503959928951	6.18531337532583	7.28427240170542	7.06525289708849	5.39484515544166	8.46457589477629	4.81003845584041	6.91744209054499	3.4616098108973	4.89722447060553	6.12423977677891	5.8493598923375	4.97000866968459	20.0337	20.9475	20.6416	29.2533
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	5.55029307036528	5.35437614617274	5.96269735328278	10.8407176724703	5.21404854956324	6.66426833474202	6.25165866314515	6.2434811672478	3.43702169414905	6.1465492441158	6.82595777282633	6.68801941932431	6.00747883035919	7.33875096856226	4.56358798023476	8.18156782641935	5.37310180278772	8.47673405369189	5.84636506538198	11.9254635086939	4.91848170121643	3.88414644154054	2.51621186382625	6.66627702174109	6.95353387267063	7.72715670274697	3.83719125502179	4.06387587128631	7.42921840590417	7.39706945892657	7.51323785079271	7.74328418528613	8.81873578955448	3.92601014168281	3.81766124393314	5.78607790449616	7.35225969243162	5.03987875838813	5.64672117878501	6.41293011000375	6.66315804331169	5.63366006332309	7.68997661689737	6.10881722545514	6.90105414136408	6.04220710780385	6.811019388572	6.35730268120623	7.49761440234574	6.39380322083574	8.43760950533687	4.67046344914374	6.38112932335445	3.42772671309165	4.51362722389886	5.61863650746057	5.43593473861534	4.58119081583751	19.2292	21.3135	21.3261	29.2427
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	5.49311644256453	5.46262365955135	5.75486259555501	11.0911486914824	5.37768986800079	7.32326926035827	6.22062154262376	6.00829577569032	3.50516220414844	5.34208378987388	5.6458005928295	7.22171987345953	6.07965289101731	7.55038225637164	4.63166426854096	7.90576655582235	5.28018182456375	7.23346351598771	5.64463110511446	5.8121943268299	5.04507065248133	3.89935539334748	2.50947448539098	7.21935967358098	6.36644151312412	7.37491608046358	3.6711167918513	4.06669813717533	6.3196086157247	6.48438853553202	7.17422441065869	7.48236016247626	8.78480609606444	4.06788732742774	3.69873437046423	5.78792415879584	6.76853175836421	5.05392008001897	5.59942653998712	6.95538853481962	6.55798504712578	5.14951699723728	7.99381993949657	6.12583514151364	7.16157691703826	5.61234642120009	6.95832378728414	6.60192862499373	7.46124894138583	5.5300816298919	7.89196382024787	4.5596081343004	6.60877716088852	3.35461775064503	4.74469599153891	5.68878393813824	5.46345281885314	5.20633044397906	16.1534	19.0768	18.9605	29.395
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	5.47448172300605	5.27032237480814	5.90846264097005	9.18638666657753	5.30952466223684	4.95377116234347	6.48290173919913	6.63409896879912	3.47787564290945	5.754840629561	4.64656487077328	7.17118549307678	6.34709065648334	7.42456667867702	5.6891672196347	7.05545212484031	5.60691024506344	7.25346350340279	5.61706324595669	5.25779622875798	5.01982245362116	3.92286899957346	2.4826916630735	5.99105356565946	5.50002706594407	7.34366957064858	3.84820503456641	4.55057505461119	7.00160693994153	5.20969660453692	6.70653426574538	7.94298215301902	8.6995125008994	3.77847038312592	4.06417743445811	5.93133765542337	5.99740739013686	5.40698000335249	5.88157012355429	7.36663016813448	6.61691131667682	5.1182047852316	7.93927253166033	6.1828463613011	6.38480302461156	6.07486171149052	6.62726342926756	5.49972180448268	7.42428683067103	6.98786803686462	8.87157854335822	4.54402229083761	6.96422775358273	3.4770464944886	4.80082159993003	5.7616589541189	5.56170654364708	4.92317147069288	14.7276	18.1535	19.3503	26.433
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	5.37533398535901	5.30057308309755	5.70971126125315	10.564308319	5.38979930245229	6.17090516293168	6.46478977640144	5.85561384810221	3.38001993472863	5.91770607176162	4.48638435180003	7.2498444071711	6.14917309079439	7.9646744584458	4.45584252914143	8.85026873053837	5.44236962588243	7.37008052869787	5.57458054086696	11.7638930693497	4.95572597407355	3.79558700651923	2.5197180098438	5.34175947161292	5.6167663328145	7.33739879218906	3.82295429388697	4.09925543903378	7.0972021928318	5.49484812466129	7.69929629710995	8.24338366301293	8.98015040154093	3.75322002697507	3.73458309356225	5.70451882617167	7.12957159294289	5.29887564446803	5.61852623207198	6.16182004824546	6.63461532700438	4.93914208117491	8.19299393436704	6.09523983723081	6.50348127029842	5.88895195102615	6.89416475011333	5.76071716437148	7.23615075039285	5.73935866688975	8.51109491720595	4.54232832491223	6.56717641469659	3.40523878011405	4.71200132270224	5.54770712596771	5.41617532868568	4.92328451035585	17.9318	19.9154	20.1241	27.5667
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	5.51227661081962	5.30507073789166	5.8350597491631	9.65575272344392	5.32553024935344	5.48788809398796	6.1340948851297	5.42510785677278	3.30422136839414	5.69982355462127	5.13754778929581	8.52160151057086	6.32080817846739	6.96193030953945	4.72862367140536	8.04485834707303	5.67662081085199	7.84989305164344	5.98452492765629	11.5420025770838	5.14166105146235	3.83107781719211	2.45071364742743	6.28881466983732	6.56295061703089	7.47386152152194	3.61074768098717	4.02938420227898	6.70999571278107	6.88004719357675	7.71279631030935	6.90176211652192	8.7230510322995	4.97999589848515	3.89393208119951	6.0230952961028	6.84415412783676	5.03606432153547	5.75258566921579	6.55863758930438	6.57859874161121	5.17193382693956	7.85483604876303	6.7646352849171	6.92733576678997	5.78442884248591	6.70867292691319	6.65120013541686	6.93071095467711	7.16509600579208	8.2591796489898	4.64942937582758	7.05228847183203	3.47588105572227	4.76680615834905	5.84235226505897	5.60286694011863	4.8264755921706	20.2744	22.2831	21.8896	29.8069
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	5.82012859453585	5.49225739170996	5.74877404731453	10.5259566485839	5.74431307836395	5.69359731634494	6.29662553394389	5.45927302860392	3.45315964162728	6.5056171833819	6.17660404556678	7.23604070230617	6.39415308425933	7.50848199445623	4.73274755556504	9.44794297326566	5.69392835901729	5.94297679124761	5.69585688306516	12.267610310478	5.13824035024189	4.00941723690178	2.45755655036743	5.16117217091558	5.02015747357905	7.33275305477891	3.81860554833548	4.04230996791226	6.33418377831392	4.42182875732098	7.51213862810611	8.09924189163711	8.72523340092141	3.7502704394133	3.76781738362108	6.16137124578014	7.3094553511735	5.42743095199291	5.92021468672924	6.56006760871949	6.58886799223026	6.32898723806464	7.97017237590071	8.35838545865556	6.8960236098099	5.85643573490269	6.17250365853012	6.1285965113632	7.0389818959515	7.00694796948518	7.84042361377348	4.82480241012205	7.07180455576062	3.56529304293138	4.78017875610989	5.92787794600352	5.63779713681937	4.78842913851609	19.443	21.1684	21.0475	28.8176
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	5.71598225330383	5.41602535808993	6.36021636372446	10.9320020382271	5.69347696936312	4.97872742070406	6.39679305141415	5.98995019935233	3.69262913420508	5.78893691373283	6.68529122045693	8.35184520594227	6.28843345231613	7.41197849865256	6.4004878045876	8.2725255201273	5.42355749397123	7.16063592394518	6.19197720791263	10.7047766905166	5.33474874623059	3.9818435712964	2.81946264449988	6.53645284333906	6.76259578210134	7.44856669564214	3.9582125298266	4.235510954126	6.35640477864806	7.2301801455659	6.99965914793527	8.01824852037592	9.00173418947913	3.99149884056122	4.8462390266503	6.09769315512789	6.65658791057362	5.30025591604219	5.8465405615868	6.59148949917914	6.12701368968457	5.48217975454982	7.70947607458427	6.94381722545533	8.23341041987292	6.27690242069571	6.69576328875112	7.22523474938035	7.14874706223939	6.4071787446551	7.76841134084086	4.91885892171735	6.49727037487237	3.67372864258611	4.95939684416726	6.00591741393638	5.37106416337375	5.86490938934648	19.6389	21.8932	21.3229	28.5959
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	5.27903129669428	5.19833895982889	6.19993263615372	10.4180726842436	5.08551320412359	6.26767111942814	6.09346358645976	6.02662599219062	3.39211281135737	6.20202672609103	5.73661961053166	8.12801876327547	6.12620471125688	7.65555976376473	4.3384337998326	8.30506796303587	5.52238097508088	8.8253055060831	6.05797048348384	10.7227873999298	5.13168734613297	3.66842460467645	2.50379960002343	6.26527439861927	5.92171776742746	7.41547524956647	3.64138617675455	3.88258754669053	6.93597567036136	6.2344534072661	6.80229412943728	7.73849856992833	9.15722215225582	3.74879678048916	3.59081189410056	5.49637708633291	6.5244198865256	4.85064890914815	5.46986035348314	6.04960669476288	6.3383708641481	4.97115909941329	7.99299041967226	6.08167874095904	7.14149255929128	5.54312955808711	6.36863213050557	6.41232977457859	7.49874213384981	7.4398875530019	8.27848630368121	4.41575056505417	6.41981305149979	3.49097188277513	5.04975070650611	5.45257621505803	5.18110615970635	5.40489738510614	18.3607	19.8909	19.3217	29.1236
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	5.49232871937544	5.61513955310799	5.82289877975809	10.3907077158523	5.25719167409494	6.54596379272301	6.51907950662114	6.3787362222088	3.41593491738908	5.77710176627407	4.96074455324768	7.24502851994357	6.12408394138127	7.60688149958758	4.73827920303286	8.33161554291613	5.79522302233565	7.68382536209384	5.53904901043305	10.7923317781209	5.07933569253753	3.72667951148593	2.53537346726402	5.46898932516912	5.48634182691685	7.2201450483287	3.74163614542159	4.02689650386133	6.94362429474914	5.4497751549325	7.41196964603059	8.04773406768981	9.25117092567744	3.74403001672268	3.91317894385129	5.82781001838528	6.60223298905072	5.34610967792437	5.62343776347145	6.14101454380763	6.46399739686907	5.18549068726356	8.89848655047381	6.35088527910961	6.47135713649801	5.70029740366757	6.82653077719651	5.97239521368613	7.24299871038086	6.23066884234542	8.21186180583946	4.53732809765851	6.72720448040906	3.49491769514099	5.24727094651919	5.70923135601014	5.40152512000897	4.70076650845507	18.8682	20.4887	20.3335	26.5394
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	5.50127298416404	5.73020574191274	6.35370107582034	11.0344665986396	5.4201342431142	5.67345448113552	6.37085838720796	6.79257849276488	3.52607687036806	5.86546808949016	6.14816394197956	7.39501459983007	6.02512450945615	7.31032115277236	4.72116321005451	7.70831151889166	5.26945751446746	6.76208199802179	5.56536480365532	7.77680817763477	5.13267349832221	3.82765462349074	2.58812183067856	6.8144732068563	6.68596702630813	7.39397411188358	3.74538747654227	3.98155089796445	7.83468442382388	7.12392490486435	7.0694558982769	7.10334980365483	8.94112953810868	3.75837276970656	4.0470749328441	5.74750583875973	6.8296105394238	5.09691841440264	5.69203819119418	7.3973749434078	6.83264759784496	4.9740581857154	7.53384383798856	6.04843667406934	6.48372729252409	5.8561747176543	6.87288748438557	6.05355943422153	7.70549829347917	7.29528774349132	8.81270026348161	4.60973382427901	6.66681677354453	3.4802222295727	4.68911193134681	5.66865820997356	5.4536619401072	5.31883748139982	16.8675	18.8642	18.4604	28.5836
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	5.34332558691245	5.2806386285619	5.98132748232624	9.28942030279114	5.36392429461535	4.84178051300898	5.84632195594704	7.2160126000085	3.58337077126698	5.78431682718085	4.47468216314069	7.59219971888441	5.94773840292411	6.52649263233812	5.28026201786822	6.79803328026525	6.01505893972699	5.68475485421483	5.70295598283697	5.85060122762173	5.61856087057764	3.79091758217514	2.83830928391346	6.69028956429553	7.04666180171124	6.97489978698853	4.0468911767676	9.25795157619053	7.21565066752705	7.58465316862364	7.40069644799879	7.48512164663704	7.99697790387397	3.85610108459147	3.85333450628558	5.87162223833735	5.26524287930896	5.10899786430085	5.81487313641339	6.77243811751807	6.46783596623763	4.99695392003685	8.36164364742952	5.93665489560449	6.67358130217095	5.41645366411958	6.61126408449031	5.52381604539572	7.53646894659648	8.37975688588207	8.05912989706864	4.89036452717951	6.42622368823792	3.59972203094877	5.28523352911173	5.83783882992205	5.29037876042042	5.54341143345401	11.2883	13.6609	13.1864	20.6176
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	5.6315360428012	5.6929653067018	6.35544075350676	11.2818620612603	5.43221130791474	6.1362404663246	6.57722297143914	6.63551442363454	3.55194722062305	6.42149846016877	8.38843014525517	8.03380616110732	5.98595584397759	7.64396461369418	4.59510733130055	8.56103034658621	5.55147400124326	8.02435293401797	5.92726144372471	11.8370548624901	6.67876492613412	3.91103915684049	2.51110283058614	6.93321100042677	5.54339955882093	7.42279664078843	3.77180635170845	3.98719238786321	7.19028839252721	5.69435296336413	7.47318414148806	8.49477615753687	9.43419934471864	3.71742683077428	3.72588304551579	5.78721867013574	6.22256259879066	5.48851128281326	5.61204292747065	5.3876219210503	6.38609881707949	5.83758684027604	9.12836499325067	6.05956555087022	8.11186875617776	4.91667988000783	6.32297747837528	7.31985741581331	7.36822557461308	5.6830401658442	8.48560243267172	4.36058294868539	6.69099399172114	3.38149607348883	4.74159558134868	5.67065415046972	5.47757045447756	5.64398309019903	16.3498	19.156	19.0895	29.947
